cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 36000 samples
Selected 36000 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/141   Step: 53s304ms | Tot: 0ms | Loss: 0.015 | Acc: 99.609% (255/256)              
 [>................................................................] 2/141   Step: 1s972ms | Tot: 1s972ms | Loss: 0.009 | Acc: 99.805% (511/512)              
 [>................................................................] 3/141   Step: 979ms | Tot: 2s952ms | Loss: 0.008 | Acc: 99.870% (767/768)              
 [=>...............................................................] 4/141   Step: 1s146ms | Tot: 4s98ms | Loss: 0.008 | Acc: 99.805% (1022/1024)              
 [=>...............................................................] 5/141   Step: 970ms | Tot: 5s68ms | Loss: 0.008 | Acc: 99.844% (1278/1280)              
 [==>..............................................................] 6/141   Step: 965ms | Tot: 6s34ms | Loss: 0.008 | Acc: 99.870% (1534/1536)              
 [==>..............................................................] 7/141   Step: 979ms | Tot: 7s14ms | Loss: 0.007 | Acc: 99.888% (1790/1792)              
 [===>.............................................................] 8/141   Step: 974ms | Tot: 7s988ms | Loss: 0.007 | Acc: 99.902% (2046/2048)              
 [===>.............................................................] 9/141   Step: 1s75ms | Tot: 9s64ms | Loss: 0.008 | Acc: 99.826% (2300/2304)              
 [====>............................................................] 10/141   Step: 966ms | Tot: 10s30ms | Loss: 0.009 | Acc: 99.766% (2554/2560)              
 [====>............................................................] 11/141   Step: 968ms | Tot: 10s999ms | Loss: 0.009 | Acc: 99.751% (2809/2816)              
 [=====>...........................................................] 12/141   Step: 966ms | Tot: 11s965ms | Loss: 0.009 | Acc: 99.772% (3065/3072)              
 [=====>...........................................................] 13/141   Step: 1s81ms | Tot: 13s47ms | Loss: 0.009 | Acc: 99.790% (3321/3328)              
 [=====>...........................................................] 14/141   Step: 963ms | Tot: 14s10ms | Loss: 0.008 | Acc: 99.805% (3577/3584)              
 [======>..........................................................] 15/141   Step: 971ms | Tot: 14s982ms | Loss: 0.009 | Acc: 99.792% (3832/3840)              
 [======>..........................................................] 16/141   Step: 978ms | Tot: 15s960ms | Loss: 0.009 | Acc: 99.805% (4088/4096)              
 [=======>.........................................................] 17/141   Step: 983ms | Tot: 16s943ms | Loss: 0.009 | Acc: 99.793% (4343/4352)              
 [=======>.........................................................] 18/141   Step: 1s85ms | Tot: 18s28ms | Loss: 0.009 | Acc: 99.783% (4598/4608)              
 [========>........................................................] 19/141   Step: 998ms | Tot: 19s27ms | Loss: 0.009 | Acc: 99.794% (4854/4864)              
 [========>........................................................] 20/141   Step: 981ms | Tot: 20s9ms | Loss: 0.009 | Acc: 99.805% (5110/5120)              
 [=========>.......................................................] 21/141   Step: 975ms | Tot: 20s984ms | Loss: 0.008 | Acc: 99.814% (5366/5376)              
 [=========>.......................................................] 22/141   Step: 971ms | Tot: 21s956ms | Loss: 0.009 | Acc: 99.805% (5621/5632)              
 [==========>......................................................] 23/141   Step: 1s128ms | Tot: 23s84ms | Loss: 0.009 | Acc: 99.813% (5877/5888)              
 [==========>......................................................] 24/141   Step: 964ms | Tot: 24s48ms | Loss: 0.008 | Acc: 99.821% (6133/6144)              
 [===========>.....................................................] 25/141   Step: 964ms | Tot: 25s13ms | Loss: 0.008 | Acc: 99.812% (6388/6400)              
 [===========>.....................................................] 26/141   Step: 966ms | Tot: 25s980ms | Loss: 0.008 | Acc: 99.820% (6644/6656)              
 [===========>.....................................................] 27/141   Step: 992ms | Tot: 26s972ms | Loss: 0.008 | Acc: 99.812% (6899/6912)              
 [============>....................................................] 28/141   Step: 1s79ms | Tot: 28s51ms | Loss: 0.008 | Acc: 99.819% (7155/7168)              
 [============>....................................................] 29/141   Step: 976ms | Tot: 29s27ms | Loss: 0.008 | Acc: 99.825% (7411/7424)              
 [=============>...................................................] 30/141   Step: 966ms | Tot: 29s994ms | Loss: 0.008 | Acc: 99.831% (7667/7680)              
 [=============>...................................................] 31/141   Step: 969ms | Tot: 30s964ms | Loss: 0.008 | Acc: 99.836% (7923/7936)              
 [==============>..................................................] 32/141   Step: 1s82ms | Tot: 32s47ms | Loss: 0.008 | Acc: 99.805% (8176/8192)              
