cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 8 percent samples
Select 32000 samples
Selected 32000 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/125   Step: 33s342ms | Tot: 0ms | Loss: 0.080 | Acc: 96.484% (247/256)              
 [>................................................................] 2/125   Step: 1s968ms | Tot: 1s968ms | Loss: 0.082 | Acc: 96.289% (493/512)              
 [=>...............................................................] 3/125   Step: 985ms | Tot: 2s954ms | Loss: 0.077 | Acc: 96.745% (743/768)              
 [=>...............................................................] 4/125   Step: 1s179ms | Tot: 4s133ms | Loss: 0.082 | Acc: 96.680% (990/1024)              
 [==>..............................................................] 5/125   Step: 974ms | Tot: 5s107ms | Loss: 0.084 | Acc: 96.875% (1240/1280)              
 [==>..............................................................] 6/125   Step: 979ms | Tot: 6s87ms | Loss: 0.084 | Acc: 96.810% (1487/1536)              
 [===>.............................................................] 7/125   Step: 978ms | Tot: 7s66ms | Loss: 0.087 | Acc: 96.708% (1733/1792)              
 [===>.............................................................] 8/125   Step: 974ms | Tot: 8s40ms | Loss: 0.086 | Acc: 96.729% (1981/2048)              
 [====>............................................................] 9/125   Step: 1s82ms | Tot: 9s123ms | Loss: 0.080 | Acc: 97.005% (2235/2304)              
 [====>............................................................] 10/125   Step: 981ms | Tot: 10s104ms | Loss: 0.078 | Acc: 97.109% (2486/2560)              
 [=====>...........................................................] 11/125   Step: 978ms | Tot: 11s83ms | Loss: 0.075 | Acc: 97.230% (2738/2816)              
 [=====>...........................................................] 12/125   Step: 982ms | Tot: 12s65ms | Loss: 0.073 | Acc: 97.331% (2990/3072)              
 [======>..........................................................] 13/125   Step: 1s83ms | Tot: 13s149ms | Loss: 0.072 | Acc: 97.386% (3241/3328)              
 [======>..........................................................] 14/125   Step: 978ms | Tot: 14s128ms | Loss: 0.069 | Acc: 97.517% (3495/3584)              
 [=======>.........................................................] 15/125   Step: 973ms | Tot: 15s101ms | Loss: 0.070 | Acc: 97.552% (3746/3840)              
 [=======>.........................................................] 16/125   Step: 987ms | Tot: 16s89ms | Loss: 0.067 | Acc: 97.632% (3999/4096)              
 [========>........................................................] 17/125   Step: 984ms | Tot: 17s73ms | Loss: 0.066 | Acc: 97.702% (4252/4352)              
 [========>........................................................] 18/125   Step: 1s86ms | Tot: 18s160ms | Loss: 0.068 | Acc: 97.700% (4502/4608)              
 [=========>.......................................................] 19/125   Step: 982ms | Tot: 19s142ms | Loss: 0.066 | Acc: 97.780% (4756/4864)              
 [=========>.......................................................] 20/125   Step: 985ms | Tot: 20s128ms | Loss: 0.065 | Acc: 97.812% (5008/5120)              
 [==========>......................................................] 21/125   Step: 975ms | Tot: 21s104ms | Loss: 0.065 | Acc: 97.842% (5260/5376)              
 [==========>......................................................] 22/125   Step: 1s122ms | Tot: 22s227ms | Loss: 0.064 | Acc: 97.816% (5509/5632)              
 [===========>.....................................................] 23/125   Step: 975ms | Tot: 23s203ms | Loss: 0.064 | Acc: 97.826% (5760/5888)              
 [===========>.....................................................] 24/125   Step: 985ms | Tot: 24s188ms | Loss: 0.063 | Acc: 97.835% (6011/6144)              
 [============>....................................................] 25/125   Step: 973ms | Tot: 25s162ms | Loss: 0.062 | Acc: 97.906% (6266/6400)              
 [=============>...................................................] 26/125   Step: 978ms | Tot: 26s141ms | Loss: 0.061 | Acc: 97.912% (6517/6656)              
 [=============>...................................................] 27/125   Step: 1s96ms | Tot: 27s237ms | Loss: 0.060 | Acc: 97.931% (6769/6912)              
 [==============>..................................................] 28/125   Step: 977ms | Tot: 28s215ms | Loss: 0.060 | Acc: 97.921% (7019/7168)              
 [==============>..................................................] 29/125   Step: 981ms | Tot: 29s196ms | Loss: 0.059 | Acc: 97.953% (7272/7424)              
 [===============>.................................................] 30/125   Step: 979ms | Tot: 30s176ms | Loss: 0.059 | Acc: 97.969% (7524/7680)              
 [===============>.................................................] 31/125   Step: 1s86ms | Tot: 31s262ms | Loss: 0.058 | Acc: 98.009% (7778/7936)              
