cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the im wcl selected dataset.
------------------ Start to select subsets ------------------
Select 8 percent samples
Select 32000 samples
Load selected sample idx
Selected 32000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/125   Step: 31s584ms | Tot: 0ms | Loss: 0.089 | Acc: 96.875% (248/256)              
 [>................................................................] 2/125   Step: 2s83ms | Tot: 2s83ms | Loss: 0.112 | Acc: 96.484% (494/512)              
 [=>...............................................................] 3/125   Step: 985ms | Tot: 3s69ms | Loss: 0.102 | Acc: 96.745% (743/768)              
 [=>...............................................................] 4/125   Step: 1s147ms | Tot: 4s216ms | Loss: 0.099 | Acc: 96.777% (991/1024)              
 [==>..............................................................] 5/125   Step: 973ms | Tot: 5s190ms | Loss: 0.099 | Acc: 96.562% (1236/1280)              
 [==>..............................................................] 6/125   Step: 975ms | Tot: 6s165ms | Loss: 0.108 | Acc: 96.289% (1479/1536)              
 [===>.............................................................] 7/125   Step: 974ms | Tot: 7s140ms | Loss: 0.109 | Acc: 96.205% (1724/1792)              
 [===>.............................................................] 8/125   Step: 976ms | Tot: 8s117ms | Loss: 0.102 | Acc: 96.436% (1975/2048)              
 [====>............................................................] 9/125   Step: 1s84ms | Tot: 9s201ms | Loss: 0.097 | Acc: 96.701% (2228/2304)              
 [====>............................................................] 10/125   Step: 972ms | Tot: 10s174ms | Loss: 0.094 | Acc: 96.797% (2478/2560)              
 [=====>...........................................................] 11/125   Step: 995ms | Tot: 11s169ms | Loss: 0.090 | Acc: 96.982% (2731/2816)              
 [=====>...........................................................] 12/125   Step: 987ms | Tot: 12s157ms | Loss: 0.092 | Acc: 96.908% (2977/3072)              
 [======>..........................................................] 13/125   Step: 1s87ms | Tot: 13s244ms | Loss: 0.090 | Acc: 96.965% (3227/3328)              
 [======>..........................................................] 14/125   Step: 976ms | Tot: 14s220ms | Loss: 0.088 | Acc: 97.070% (3479/3584)              
 [=======>.........................................................] 15/125   Step: 979ms | Tot: 15s200ms | Loss: 0.087 | Acc: 97.057% (3727/3840)              
 [=======>.........................................................] 16/125   Step: 991ms | Tot: 16s191ms | Loss: 0.086 | Acc: 97.144% (3979/4096)              
 [========>........................................................] 17/125   Step: 978ms | Tot: 17s170ms | Loss: 0.087 | Acc: 97.105% (4226/4352)              
 [========>........................................................] 18/125   Step: 1s82ms | Tot: 18s252ms | Loss: 0.085 | Acc: 97.201% (4479/4608)              
 [=========>.......................................................] 19/125   Step: 983ms | Tot: 19s235ms | Loss: 0.086 | Acc: 97.183% (4727/4864)              
 [=========>.......................................................] 20/125   Step: 977ms | Tot: 20s213ms | Loss: 0.086 | Acc: 97.207% (4977/5120)              
 [==========>......................................................] 21/125   Step: 1s2ms | Tot: 21s215ms | Loss: 0.085 | Acc: 97.284% (5230/5376)              
 [==========>......................................................] 22/125   Step: 1s139ms | Tot: 22s355ms | Loss: 0.085 | Acc: 97.230% (5476/5632)              
 [===========>.....................................................] 23/125   Step: 980ms | Tot: 23s335ms | Loss: 0.084 | Acc: 97.266% (5727/5888)              
 [===========>.....................................................] 24/125   Step: 975ms | Tot: 24s310ms | Loss: 0.084 | Acc: 97.249% (5975/6144)              
 [============>....................................................] 25/125   Step: 972ms | Tot: 25s283ms | Loss: 0.083 | Acc: 97.281% (6226/6400)              
 [=============>...................................................] 26/125   Step: 974ms | Tot: 26s257ms | Loss: 0.081 | Acc: 97.311% (6477/6656)              
 [=============>...................................................] 27/125   Step: 1s78ms | Tot: 27s335ms | Loss: 0.080 | Acc: 97.338% (6728/6912)              
 [==============>..................................................] 28/125   Step: 975ms | Tot: 28s310ms | Loss: 0.080 | Acc: 97.349% (6978/7168)              
 [==============>..................................................] 29/125   Step: 977ms | Tot: 29s288ms | Loss: 0.079 | Acc: 97.400% (7231/7424)              
 [===============>.................................................] 30/125   Step: 976ms | Tot: 30s264ms | Loss: 0.078 | Acc: 97.448% (7484/7680)              
 [===============>.................................................] 31/125   Step: 1s113ms | Tot: 31s378ms | Loss: 0.079 | Acc: 97.429% (7732/7936)              
 [================>................................................] 32/125   Step: 972ms | Tot: 32s350ms | Loss: 0.078 | Acc: 97.412% (7980/8192)              
 [================>................................................] 33/125   Step: 980ms | Tot: 33s331ms | Loss: 0.077 | Acc: 97.443% (8232/8448)              
 [=================>...............................................] 34/125   Step: 977ms | Tot: 34s309ms | Loss: 0.077 | Acc: 97.484% (8485/8704)              
