cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 8 percent samples
Select 32000 samples
Selected 32000 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/125   Step: 34s825ms | Tot: 0ms | Loss: 0.002 | Acc: 100.000% (256/256)              
 [>................................................................] 2/125   Step: 1s955ms | Tot: 1s955ms | Loss: 0.006 | Acc: 99.805% (511/512)              
 [=>...............................................................] 3/125   Step: 980ms | Tot: 2s936ms | Loss: 0.005 | Acc: 99.870% (767/768)              
 [=>...............................................................] 4/125   Step: 1s183ms | Tot: 4s119ms | Loss: 0.005 | Acc: 99.902% (1023/1024)              
 [==>..............................................................] 5/125   Step: 971ms | Tot: 5s91ms | Loss: 0.004 | Acc: 99.922% (1279/1280)              
 [==>..............................................................] 6/125   Step: 971ms | Tot: 6s62ms | Loss: 0.004 | Acc: 99.935% (1535/1536)              
 [===>.............................................................] 7/125   Step: 972ms | Tot: 7s35ms | Loss: 0.005 | Acc: 99.944% (1791/1792)              
 [===>.............................................................] 8/125   Step: 969ms | Tot: 8s5ms | Loss: 0.005 | Acc: 99.951% (2047/2048)              
 [====>............................................................] 9/125   Step: 1s76ms | Tot: 9s81ms | Loss: 0.004 | Acc: 99.957% (2303/2304)              
 [====>............................................................] 10/125   Step: 972ms | Tot: 10s54ms | Loss: 0.004 | Acc: 99.961% (2559/2560)              
 [=====>...........................................................] 11/125   Step: 974ms | Tot: 11s28ms | Loss: 0.004 | Acc: 99.964% (2815/2816)              
 [=====>...........................................................] 12/125   Step: 967ms | Tot: 11s996ms | Loss: 0.005 | Acc: 99.935% (3070/3072)              
 [======>..........................................................] 13/125   Step: 1s76ms | Tot: 13s72ms | Loss: 0.006 | Acc: 99.880% (3324/3328)              
 [======>..........................................................] 14/125   Step: 979ms | Tot: 14s52ms | Loss: 0.006 | Acc: 99.888% (3580/3584)              
 [=======>.........................................................] 15/125   Step: 972ms | Tot: 15s25ms | Loss: 0.006 | Acc: 99.870% (3835/3840)              
 [=======>.........................................................] 16/125   Step: 965ms | Tot: 15s990ms | Loss: 0.006 | Acc: 99.854% (4090/4096)              
 [========>........................................................] 17/125   Step: 980ms | Tot: 16s970ms | Loss: 0.006 | Acc: 99.862% (4346/4352)              
 [========>........................................................] 18/125   Step: 1s82ms | Tot: 18s53ms | Loss: 0.006 | Acc: 99.870% (4602/4608)              
 [=========>.......................................................] 19/125   Step: 975ms | Tot: 19s28ms | Loss: 0.007 | Acc: 99.836% (4856/4864)              
 [=========>.......................................................] 20/125   Step: 976ms | Tot: 20s4ms | Loss: 0.006 | Acc: 99.844% (5112/5120)              
 [==========>......................................................] 21/125   Step: 976ms | Tot: 20s981ms | Loss: 0.006 | Acc: 99.851% (5368/5376)              
 [==========>......................................................] 22/125   Step: 1s116ms | Tot: 22s97ms | Loss: 0.006 | Acc: 99.858% (5624/5632)              
 [===========>.....................................................] 23/125   Step: 978ms | Tot: 23s76ms | Loss: 0.006 | Acc: 99.847% (5879/5888)              
 [===========>.....................................................] 24/125   Step: 985ms | Tot: 24s62ms | Loss: 0.006 | Acc: 99.854% (6135/6144)              
 [============>....................................................] 25/125   Step: 970ms | Tot: 25s32ms | Loss: 0.006 | Acc: 99.844% (6390/6400)              
 [=============>...................................................] 26/125   Step: 966ms | Tot: 25s999ms | Loss: 0.006 | Acc: 99.835% (6645/6656)              
 [=============>...................................................] 27/125   Step: 1s92ms | Tot: 27s92ms | Loss: 0.006 | Acc: 99.841% (6901/6912)              
 [==============>..................................................] 28/125   Step: 971ms | Tot: 28s63ms | Loss: 0.006 | Acc: 99.847% (7157/7168)              
 [==============>..................................................] 29/125   Step: 969ms | Tot: 29s32ms | Loss: 0.006 | Acc: 99.852% (7413/7424)              
 [===============>.................................................] 30/125   Step: 971ms | Tot: 30s4ms | Loss: 0.006 | Acc: 99.844% (7668/7680)              
 [===============>.................................................] 31/125   Step: 974ms | Tot: 30s979ms | Loss: 0.006 | Acc: 99.849% (7924/7936)              
 [================>................................................] 32/125   Step: 1s75ms | Tot: 32s54ms | Loss: 0.006 | Acc: 99.854% (8180/8192)              
 [================>................................................] 33/125   Step: 971ms | Tot: 33s26ms | Loss: 0.006 | Acc: 99.858% (8436/8448)              
 [=================>...............................................] 34/125   Step: 993ms | Tot: 34s20ms | Loss: 0.006 | Acc: 99.862% (8692/8704)              
 [=================>...............................................] 35/125   Step: 968ms | Tot: 34s988ms | Loss: 0.006 | Acc: 99.866% (8948/8960)              
 [==================>..............................................] 36/125   Step: 1s74ms | Tot: 36s63ms | Loss: 0.006 | Acc: 99.870% (9204/9216)              
 [==================>..............................................] 37/125   Step: 971ms | Tot: 37s35ms | Loss: 0.006 | Acc: 99.863% (9459/9472)              
 [===================>.............................................] 38/125   Step: 967ms | Tot: 38s2ms | Loss: 0.006 | Acc: 99.866% (9715/9728)              
 [===================>.............................................] 39/125   Step: 975ms | Tot: 38s978ms | Loss: 0.006 | Acc: 99.860% (9970/9984)              
 [====================>............................................] 40/125   Step: 978ms | Tot: 39s957ms | Loss: 0.006 | Acc: 99.863% (10226/10240)              
 [====================>............................................] 41/125   Step: 1s121ms | Tot: 41s79ms | Loss: 0.006 | Acc: 99.867% (10482/10496)              
 [=====================>...........................................] 42/125   Step: 977ms | Tot: 42s56ms | Loss: 0.006 | Acc: 99.870% (10738/10752)              
 [=====================>...........................................] 43/125   Step: 1s | Tot: 43s56ms | Loss: 0.006 | Acc: 99.873% (10994/11008)              
 [======================>..........................................] 44/125   Step: 977ms | Tot: 44s34ms | Loss: 0.006 | Acc: 99.876% (11250/11264)              
 [======================>..........................................] 45/125   Step: 1s89ms | Tot: 45s123ms | Loss: 0.006 | Acc: 99.878% (11506/11520)              
 [=======================>.........................................] 46/125   Step: 966ms | Tot: 46s89ms | Loss: 0.006 | Acc: 99.873% (11761/11776)              
 [=======================>.........................................] 47/125   Step: 974ms | Tot: 47s64ms | Loss: 0.006 | Acc: 99.875% (12017/12032)              
 [========================>........................................] 48/125   Step: 969ms | Tot: 48s34ms | Loss: 0.006 | Acc: 99.878% (12273/12288)              
 [========================>........................................] 49/125   Step: 972ms | Tot: 49s6ms | Loss: 0.006 | Acc: 99.880% (12529/12544)              
 [=========================>.......................................] 50/125   Step: 1s81ms | Tot: 50s88ms | Loss: 0.006 | Acc: 99.883% (12785/12800)              
 [==========================>......................................] 51/125   Step: 965ms | Tot: 51s54ms | Loss: 0.006 | Acc: 99.877% (13040/13056)              
 [==========================>......................................] 52/125   Step: 974ms | Tot: 52s28ms | Loss: 0.006 | Acc: 99.880% (13296/13312)              
 [===========================>.....................................] 53/125   Step: 967ms | Tot: 52s996ms | Loss: 0.006 | Acc: 99.882% (13552/13568)              
 [===========================>.....................................] 54/125   Step: 976ms | Tot: 53s973ms | Loss: 0.005 | Acc: 99.884% (13808/13824)              
 [============================>....................................] 55/125   Step: 1s78ms | Tot: 55s51ms | Loss: 0.006 | Acc: 99.886% (14064/14080)              
 [============================>....................................] 56/125   Step: 969ms | Tot: 56s21ms | Loss: 0.005 | Acc: 99.888% (14320/14336)              
 [=============================>...................................] 57/125   Step: 974ms | Tot: 56s995ms | Loss: 0.005 | Acc: 99.890% (14576/14592)              
 [=============================>...................................] 58/125   Step: 973ms | Tot: 57s969ms | Loss: 0.005 | Acc: 99.892% (14832/14848)              
 [==============================>..................................] 59/125   Step: 1s78ms | Tot: 59s47ms | Loss: 0.005 | Acc: 99.894% (15088/15104)              
 [==============================>..................................] 60/125   Step: 970ms | Tot: 1m17ms | Loss: 0.005 | Acc: 99.896% (15344/15360)              
 [===============================>.................................] 61/125   Step: 974ms | Tot: 1m991ms | Loss: 0.005 | Acc: 99.891% (15599/15616)              
 [===============================>.................................] 62/125   Step: 971ms | Tot: 1m1s | Loss: 0.005 | Acc: 99.893% (15855/15872)              
 [================================>................................] 63/125   Step: 968ms | Tot: 1m2s | Loss: 0.005 | Acc: 99.895% (16111/16128)              
 [================================>................................] 64/125   Step: 1s83ms | Tot: 1m4s | Loss: 0.005 | Acc: 99.896% (16367/16384)              
 [=================================>...............................] 65/125   Step: 974ms | Tot: 1m4s | Loss: 0.005 | Acc: 99.898% (16623/16640)              
 [=================================>...............................] 66/125   Step: 975ms | Tot: 1m5s | Loss: 0.005 | Acc: 99.899% (16879/16896)              
 [==================================>..............................] 67/125   Step: 971ms | Tot: 1m6s | Loss: 0.005 | Acc: 99.901% (17135/17152)              
 [==================================>..............................] 68/125   Step: 1s110ms | Tot: 1m8s | Loss: 0.005 | Acc: 99.902% (17391/17408)              
 [===================================>.............................] 69/125   Step: 968ms | Tot: 1m9s | Loss: 0.005 | Acc: 99.904% (17647/17664)              
 [===================================>.............................] 70/125   Step: 971ms | Tot: 1m9s | Loss: 0.005 | Acc: 99.905% (17903/17920)              
 [====================================>............................] 71/125   Step: 972ms | Tot: 1m10s | Loss: 0.005 | Acc: 99.906% (18159/18176)              
