cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Start to select 5439 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/22   Step: 44s487ms | Tot: 0ms | Loss: 0.447 | Acc: 89.062% (228/256)              
 [==>..............................................................] 2/22   Step: 2s8ms | Tot: 2s8ms | Loss: 0.427 | Acc: 88.477% (453/512)              
 [=====>...........................................................] 3/22   Step: 1s5ms | Tot: 3s13ms | Loss: 0.467 | Acc: 88.542% (680/768)              
 [========>........................................................] 4/22   Step: 1s303ms | Tot: 4s317ms | Loss: 0.429 | Acc: 89.551% (917/1024)              
 [===========>.....................................................] 5/22   Step: 995ms | Tot: 5s313ms | Loss: 0.421 | Acc: 89.531% (1146/1280)              
 [==============>..................................................] 6/22   Step: 999ms | Tot: 6s312ms | Loss: 0.420 | Acc: 89.388% (1373/1536)              
 [=================>...............................................] 7/22   Step: 992ms | Tot: 7s305ms | Loss: 0.407 | Acc: 89.453% (1603/1792)              
 [====================>............................................] 8/22   Step: 996ms | Tot: 8s301ms | Loss: 0.414 | Acc: 89.160% (1826/2048)              
 [=======================>.........................................] 9/22   Step: 1s105ms | Tot: 9s407ms | Loss: 0.412 | Acc: 89.193% (2055/2304)              
 [==========================>......................................] 10/22   Step: 997ms | Tot: 10s404ms | Loss: 0.415 | Acc: 89.258% (2285/2560)              
 [=============================>...................................] 11/22   Step: 995ms | Tot: 11s399ms | Loss: 0.427 | Acc: 88.991% (2506/2816)              
 [================================>................................] 12/22   Step: 996ms | Tot: 12s395ms | Loss: 0.429 | Acc: 89.128% (2738/3072)              
 [===================================>.............................] 13/22   Step: 1s126ms | Tot: 13s522ms | Loss: 0.419 | Acc: 89.243% (2970/3328)              
 [======================================>..........................] 14/22   Step: 1s1ms | Tot: 14s523ms | Loss: 0.412 | Acc: 89.397% (3204/3584)              
 [=========================================>.......................] 15/22   Step: 1s2ms | Tot: 15s526ms | Loss: 0.406 | Acc: 89.609% (3441/3840)              
 [============================================>....................] 16/22   Step: 1s22ms | Tot: 16s548ms | Loss: 0.402 | Acc: 89.600% (3670/4096)              
 [===============================================>.................] 17/22   Step: 1s12ms | Tot: 17s561ms | Loss: 0.405 | Acc: 89.591% (3899/4352)              
 [==================================================>..............] 18/22   Step: 1s24ms | Tot: 18s585ms | Loss: 0.402 | Acc: 89.540% (4126/4608)              
 [=====================================================>...........] 19/22   Step: 879ms | Tot: 19s465ms | Loss: 0.398 | Acc: 89.556% (4356/4864)              
 [========================================================>........] 20/22   Step: 881ms | Tot: 20s346ms | Loss: 0.399 | Acc: 89.473% (4581/5120)              
 [===========================================================>.....] 21/22   Step: 886ms | Tot: 21s233ms | Loss: 0.400 | Acc: 89.416% (4807/5376)              
 [==============================================================>..] 22/22   Step: 8s760ms | Tot: 29s993ms | Loss: 0.402 | Acc: 89.391% (4862/5439)
 [>................................................................] 1/40   Step: 1s124ms | Tot: 0ms | Loss: 0.656 | Acc: 86.719% (222/256)              
 [=>...............................................................] 2/40   Step: 439ms | Tot: 439ms | Loss: 0.653 | Acc: 86.328% (442/512)              
 [===>.............................................................] 3/40   Step: 431ms | Tot: 871ms | Loss: 0.706 | Acc: 86.068% (661/768)              
 [====>............................................................] 4/40   Step: 429ms | Tot: 1s300ms | Loss: 0.687 | Acc: 86.133% (882/1024)              
 [======>..........................................................] 5/40   Step: 428ms | Tot: 1s728ms | Loss: 0.632 | Acc: 86.875% (1112/1280)              
 [========>........................................................] 6/40   Step: 627ms | Tot: 2s355ms | Loss: 0.673 | Acc: 86.263% (1325/1536)              
