cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 9 percent samples
Select 36000 samples
Selected 36000 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/141   Step: 33s465ms | Tot: 0ms | Loss: 0.083 | Acc: 97.266% (249/256)              
 [>................................................................] 2/141   Step: 1s958ms | Tot: 1s958ms | Loss: 0.117 | Acc: 95.703% (490/512)              
 [>................................................................] 3/141   Step: 965ms | Tot: 2s923ms | Loss: 0.116 | Acc: 95.573% (734/768)              
 [=>...............................................................] 4/141   Step: 1s157ms | Tot: 4s81ms | Loss: 0.105 | Acc: 96.289% (986/1024)              
 [=>...............................................................] 5/141   Step: 953ms | Tot: 5s34ms | Loss: 0.102 | Acc: 96.328% (1233/1280)              
 [==>..............................................................] 6/141   Step: 956ms | Tot: 5s990ms | Loss: 0.110 | Acc: 96.159% (1477/1536)              
 [==>..............................................................] 7/141   Step: 954ms | Tot: 6s944ms | Loss: 0.107 | Acc: 96.205% (1724/1792)              
 [===>.............................................................] 8/141   Step: 970ms | Tot: 7s915ms | Loss: 0.106 | Acc: 96.240% (1971/2048)              
 [===>.............................................................] 9/141   Step: 1s60ms | Tot: 8s975ms | Loss: 0.107 | Acc: 96.224% (2217/2304)              
 [====>............................................................] 10/141   Step: 953ms | Tot: 9s929ms | Loss: 0.105 | Acc: 96.250% (2464/2560)              
 [====>............................................................] 11/141   Step: 955ms | Tot: 10s884ms | Loss: 0.104 | Acc: 96.307% (2712/2816)              
 [=====>...........................................................] 12/141   Step: 954ms | Tot: 11s838ms | Loss: 0.102 | Acc: 96.354% (2960/3072)              
 [=====>...........................................................] 13/141   Step: 1s62ms | Tot: 12s901ms | Loss: 0.100 | Acc: 96.394% (3208/3328)              
 [=====>...........................................................] 14/141   Step: 956ms | Tot: 13s857ms | Loss: 0.097 | Acc: 96.568% (3461/3584)              
 [======>..........................................................] 15/141   Step: 956ms | Tot: 14s813ms | Loss: 0.099 | Acc: 96.484% (3705/3840)              
 [======>..........................................................] 16/141   Step: 957ms | Tot: 15s771ms | Loss: 0.097 | Acc: 96.533% (3954/4096)              
 [=======>.........................................................] 17/141   Step: 956ms | Tot: 16s728ms | Loss: 0.096 | Acc: 96.599% (4204/4352)              
 [=======>.........................................................] 18/141   Step: 1s72ms | Tot: 17s801ms | Loss: 0.097 | Acc: 96.528% (4448/4608)              
 [========>........................................................] 19/141   Step: 948ms | Tot: 18s749ms | Loss: 0.095 | Acc: 96.669% (4702/4864)              
 [========>........................................................] 20/141   Step: 954ms | Tot: 19s703ms | Loss: 0.093 | Acc: 96.758% (4954/5120)              
 [=========>.......................................................] 21/141   Step: 949ms | Tot: 20s653ms | Loss: 0.092 | Acc: 96.819% (5205/5376)              
 [=========>.......................................................] 22/141   Step: 1s73ms | Tot: 21s726ms | Loss: 0.092 | Acc: 96.875% (5456/5632)              
 [==========>......................................................] 23/141   Step: 963ms | Tot: 22s689ms | Loss: 0.090 | Acc: 96.943% (5708/5888)              
 [==========>......................................................] 24/141   Step: 962ms | Tot: 23s652ms | Loss: 0.090 | Acc: 96.973% (5958/6144)              
 [===========>.....................................................] 25/141   Step: 951ms | Tot: 24s604ms | Loss: 0.089 | Acc: 97.031% (6210/6400)              
 [===========>.....................................................] 26/141   Step: 957ms | Tot: 25s561ms | Loss: 0.088 | Acc: 97.085% (6462/6656)              
 [===========>.....................................................] 27/141   Step: 1s98ms | Tot: 26s659ms | Loss: 0.086 | Acc: 97.135% (6714/6912)              
 [============>....................................................] 28/141   Step: 972ms | Tot: 27s632ms | Loss: 0.086 | Acc: 97.112% (6961/7168)              
 [============>....................................................] 29/141   Step: 953ms | Tot: 28s585ms | Loss: 0.085 | Acc: 97.104% (7209/7424)              
 [=============>...................................................] 30/141   Step: 949ms | Tot: 29s535ms | Loss: 0.084 | Acc: 97.135% (7460/7680)              
 [=============>...................................................] 31/141   Step: 952ms | Tot: 30s487ms | Loss: 0.084 | Acc: 97.127% (7708/7936)              
