cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the im wcl selected dataset.
------------------ Start to select subsets ------------------
Select 5 percent samples
Select 20000 samples
Load selected sample idx
Selected 20000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/79   Step: 31s170ms | Tot: 0ms | Loss: 0.095 | Acc: 95.703% (245/256)              
 [>................................................................] 2/79   Step: 1s941ms | Tot: 1s941ms | Loss: 0.088 | Acc: 96.875% (496/512)              
 [=>...............................................................] 3/79   Step: 970ms | Tot: 2s911ms | Loss: 0.087 | Acc: 97.135% (746/768)              
 [==>..............................................................] 4/79   Step: 1s156ms | Tot: 4s68ms | Loss: 0.100 | Acc: 97.168% (995/1024)              
 [===>.............................................................] 5/79   Step: 958ms | Tot: 5s26ms | Loss: 0.112 | Acc: 96.719% (1238/1280)              
 [====>............................................................] 6/79   Step: 961ms | Tot: 5s987ms | Loss: 0.117 | Acc: 96.615% (1484/1536)              
 [====>............................................................] 7/79   Step: 969ms | Tot: 6s957ms | Loss: 0.129 | Acc: 96.317% (1726/1792)              
 [=====>...........................................................] 8/79   Step: 957ms | Tot: 7s915ms | Loss: 0.132 | Acc: 96.240% (1971/2048)              
 [======>..........................................................] 9/79   Step: 1s62ms | Tot: 8s977ms | Loss: 0.138 | Acc: 96.094% (2214/2304)              
 [=======>.........................................................] 10/79   Step: 964ms | Tot: 9s942ms | Loss: 0.137 | Acc: 96.016% (2458/2560)              
 [========>........................................................] 11/79   Step: 960ms | Tot: 10s902ms | Loss: 0.142 | Acc: 95.987% (2703/2816)              
 [=========>.......................................................] 12/79   Step: 957ms | Tot: 11s860ms | Loss: 0.141 | Acc: 95.964% (2948/3072)              
 [=========>.......................................................] 13/79   Step: 1s68ms | Tot: 12s928ms | Loss: 0.141 | Acc: 96.004% (3195/3328)              
 [==========>......................................................] 14/79   Step: 987ms | Tot: 13s916ms | Loss: 0.141 | Acc: 95.982% (3440/3584)              
 [===========>.....................................................] 15/79   Step: 959ms | Tot: 14s875ms | Loss: 0.138 | Acc: 96.094% (3690/3840)              
 [============>....................................................] 16/79   Step: 958ms | Tot: 15s834ms | Loss: 0.144 | Acc: 95.972% (3931/4096)              
 [=============>...................................................] 17/79   Step: 965ms | Tot: 16s800ms | Loss: 0.142 | Acc: 96.002% (4178/4352)              
 [=============>...................................................] 18/79   Step: 1s82ms | Tot: 17s882ms | Loss: 0.139 | Acc: 96.050% (4426/4608)              
 [==============>..................................................] 19/79   Step: 960ms | Tot: 18s842ms | Loss: 0.141 | Acc: 96.032% (4671/4864)              
 [===============>.................................................] 20/79   Step: 967ms | Tot: 19s810ms | Loss: 0.142 | Acc: 96.055% (4918/5120)              
 [================>................................................] 21/79   Step: 964ms | Tot: 20s774ms | Loss: 0.143 | Acc: 96.038% (5163/5376)              
 [=================>...............................................] 22/79   Step: 959ms | Tot: 21s734ms | Loss: 0.139 | Acc: 96.165% (5416/5632)              
 [==================>..............................................] 23/79   Step: 1s89ms | Tot: 22s824ms | Loss: 0.139 | Acc: 96.128% (5660/5888)              
 [==================>..............................................] 24/79   Step: 978ms | Tot: 23s803ms | Loss: 0.138 | Acc: 96.191% (5910/6144)              
 [===================>.............................................] 25/79   Step: 965ms | Tot: 24s769ms | Loss: 0.137 | Acc: 96.219% (6158/6400)              
 [====================>............................................] 26/79   Step: 964ms | Tot: 25s733ms | Loss: 0.139 | Acc: 96.199% (6403/6656)              
 [=====================>...........................................] 27/79   Step: 1s85ms | Tot: 26s819ms | Loss: 0.137 | Acc: 96.224% (6651/6912)              
 [======================>..........................................] 28/79   Step: 959ms | Tot: 27s779ms | Loss: 0.138 | Acc: 96.205% (6896/7168)              
 [=======================>.........................................] 29/79   Step: 959ms | Tot: 28s739ms | Loss: 0.139 | Acc: 96.202% (7142/7424)              
 [=======================>.........................................] 30/79   Step: 958ms | Tot: 29s697ms | Loss: 0.140 | Acc: 96.172% (7386/7680)              
 [========================>........................................] 31/79   Step: 961ms | Tot: 30s659ms | Loss: 0.142 | Acc: 96.132% (7629/7936)              
 [=========================>.......................................] 32/79   Step: 1s59ms | Tot: 31s719ms | Loss: 0.141 | Acc: 96.167% (7878/8192)              
 [==========================>......................................] 33/79   Step: 960ms | Tot: 32s679ms | Loss: 0.145 | Acc: 96.141% (8122/8448)              
 [===========================>.....................................] 34/79   Step: 985ms | Tot: 33s664ms | Loss: 0.145 | Acc: 96.117% (8366/8704)              
