cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the bwcl selected dataset.
Now try to run the BWCL algorithm
2452 boundary samples
Select 5 percent samples
Select 20000 samples
Load selected sample idx
Selected 20000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/79   Step: 31s170ms | Tot: 0ms | Loss: 0.088 | Acc: 96.484% (247/256)              
 [>................................................................] 2/79   Step: 1s967ms | Tot: 1s967ms | Loss: 0.085 | Acc: 97.070% (497/512)              
 [=>...............................................................] 3/79   Step: 977ms | Tot: 2s944ms | Loss: 0.093 | Acc: 96.745% (743/768)              
 [==>..............................................................] 4/79   Step: 1s169ms | Tot: 4s114ms | Loss: 0.096 | Acc: 96.777% (991/1024)              
 [===>.............................................................] 5/79   Step: 962ms | Tot: 5s76ms | Loss: 0.096 | Acc: 96.641% (1237/1280)              
 [====>............................................................] 6/79   Step: 974ms | Tot: 6s51ms | Loss: 0.101 | Acc: 96.549% (1483/1536)              
 [====>............................................................] 7/79   Step: 955ms | Tot: 7s6ms | Loss: 0.096 | Acc: 96.763% (1734/1792)              
 [=====>...........................................................] 8/79   Step: 967ms | Tot: 7s974ms | Loss: 0.092 | Acc: 96.973% (1986/2048)              
 [======>..........................................................] 9/79   Step: 1s68ms | Tot: 9s42ms | Loss: 0.090 | Acc: 97.049% (2236/2304)              
 [=======>.........................................................] 10/79   Step: 968ms | Tot: 10s10ms | Loss: 0.091 | Acc: 96.953% (2482/2560)              
 [========>........................................................] 11/79   Step: 965ms | Tot: 10s976ms | Loss: 0.090 | Acc: 97.017% (2732/2816)              
 [=========>.......................................................] 12/79   Step: 970ms | Tot: 11s946ms | Loss: 0.089 | Acc: 97.135% (2984/3072)              
 [=========>.......................................................] 13/79   Step: 1s70ms | Tot: 13s17ms | Loss: 0.092 | Acc: 97.115% (3232/3328)              
 [==========>......................................................] 14/79   Step: 971ms | Tot: 13s988ms | Loss: 0.089 | Acc: 97.182% (3483/3584)              
 [===========>.....................................................] 15/79   Step: 964ms | Tot: 14s953ms | Loss: 0.087 | Acc: 97.292% (3736/3840)              
 [============>....................................................] 16/79   Step: 986ms | Tot: 15s939ms | Loss: 0.085 | Acc: 97.363% (3988/4096)              
 [=============>...................................................] 17/79   Step: 968ms | Tot: 16s908ms | Loss: 0.085 | Acc: 97.403% (4239/4352)              
 [=============>...................................................] 18/79   Step: 1s110ms | Tot: 18s19ms | Loss: 0.083 | Acc: 97.461% (4491/4608)              
 [==============>..................................................] 19/79   Step: 966ms | Tot: 18s985ms | Loss: 0.083 | Acc: 97.512% (4743/4864)              
 [===============>.................................................] 20/79   Step: 966ms | Tot: 19s951ms | Loss: 0.081 | Acc: 97.598% (4997/5120)              
 [================>................................................] 21/79   Step: 964ms | Tot: 20s916ms | Loss: 0.079 | Acc: 97.693% (5252/5376)              
 [=================>...............................................] 22/79   Step: 1s97ms | Tot: 22s13ms | Loss: 0.077 | Acc: 97.781% (5507/5632)              
 [==================>..............................................] 23/79   Step: 962ms | Tot: 22s976ms | Loss: 0.075 | Acc: 97.843% (5761/5888)              
 [==================>..............................................] 24/79   Step: 964ms | Tot: 23s940ms | Loss: 0.073 | Acc: 97.917% (6016/6144)              
 [===================>.............................................] 25/79   Step: 976ms | Tot: 24s917ms | Loss: 0.072 | Acc: 97.938% (6268/6400)              
 [====================>............................................] 26/79   Step: 984ms | Tot: 25s901ms | Loss: 0.071 | Acc: 97.987% (6522/6656)              
 [=====================>...........................................] 27/79   Step: 1s66ms | Tot: 26s968ms | Loss: 0.071 | Acc: 97.975% (6772/6912)              
 [======================>..........................................] 28/79   Step: 970ms | Tot: 27s939ms | Loss: 0.071 | Acc: 97.977% (7023/7168)              
 [=======================>.........................................] 29/79   Step: 960ms | Tot: 28s899ms | Loss: 0.069 | Acc: 98.006% (7276/7424)              
 [=======================>.........................................] 30/79   Step: 961ms | Tot: 29s860ms | Loss: 0.068 | Acc: 98.021% (7528/7680)              
 [========================>........................................] 31/79   Step: 965ms | Tot: 30s826ms | Loss: 0.068 | Acc: 97.996% (7777/7936)              
 [=========================>.......................................] 32/79   Step: 1s81ms | Tot: 31s908ms | Loss: 0.067 | Acc: 98.035% (8031/8192)              
 [==========================>......................................] 33/79   Step: 957ms | Tot: 32s865ms | Loss: 0.066 | Acc: 98.071% (8285/8448)              
 [===========================>.....................................] 34/79   Step: 967ms | Tot: 33s832ms | Loss: 0.065 | Acc: 98.104% (8539/8704)              
 [===========================>.....................................] 35/79   Step: 962ms | Tot: 34s795ms | Loss: 0.066 | Acc: 98.092% (8789/8960)              
 [============================>....................................] 36/79   Step: 968ms | Tot: 35s763ms | Loss: 0.065 | Acc: 98.112% (9042/9216)              
 [=============================>...................................] 37/79   Step: 1s76ms | Tot: 36s840ms | Loss: 0.064 | Acc: 98.110% (9293/9472)              
 [==============================>..................................] 38/79   Step: 970ms | Tot: 37s810ms | Loss: 0.064 | Acc: 98.119% (9545/9728)              
 [===============================>.................................] 39/79   Step: 959ms | Tot: 38s770ms | Loss: 0.064 | Acc: 98.127% (9797/9984)              
 [================================>................................] 40/79   Step: 961ms | Tot: 39s732ms | Loss: 0.063 | Acc: 98.154% (10051/10240)              
 [================================>................................] 41/79   Step: 1s74ms | Tot: 40s806ms | Loss: 0.062 | Acc: 98.171% (10304/10496)              
 [=================================>...............................] 42/79   Step: 969ms | Tot: 41s775ms | Loss: 0.062 | Acc: 98.168% (10555/10752)              
 [==================================>..............................] 43/79   Step: 976ms | Tot: 42s751ms | Loss: 0.062 | Acc: 98.156% (10805/11008)              
 [===================================>.............................] 44/79   Step: 963ms | Tot: 43s715ms | Loss: 0.062 | Acc: 98.171% (11058/11264)              
 [====================================>............................] 45/79   Step: 961ms | Tot: 44s677ms | Loss: 0.061 | Acc: 98.186% (11311/11520)              
 [=====================================>...........................] 46/79   Step: 1s122ms | Tot: 45s799ms | Loss: 0.060 | Acc: 98.200% (11564/11776)              
 [=====================================>...........................] 47/79   Step: 963ms | Tot: 46s762ms | Loss: 0.060 | Acc: 98.205% (11816/12032)              
 [======================================>..........................] 48/79   Step: 966ms | Tot: 47s729ms | Loss: 0.060 | Acc: 98.226% (12070/12288)              
 [=======================================>.........................] 49/79   Step: 967ms | Tot: 48s697ms | Loss: 0.059 | Acc: 98.246% (12324/12544)              
 [========================================>........................] 50/79   Step: 967ms | Tot: 49s664ms | Loss: 0.059 | Acc: 98.234% (12574/12800)              
 [=========================================>.......................] 51/79   Step: 1s68ms | Tot: 50s733ms | Loss: 0.059 | Acc: 98.254% (12828/13056)              
 [=========================================>.......................] 52/79   Step: 965ms | Tot: 51s698ms | Loss: 0.058 | Acc: 98.257% (13080/13312)              
 [==========================================>......................] 53/79   Step: 969ms | Tot: 52s668ms | Loss: 0.058 | Acc: 98.275% (13334/13568)              
 [===========================================>.....................] 54/79   Step: 962ms | Tot: 53s631ms | Loss: 0.057 | Acc: 98.293% (13588/13824)              
 [============================================>....................] 55/79   Step: 967ms | Tot: 54s598ms | Loss: 0.057 | Acc: 98.303% (13841/14080)              
 [=============================================>...................] 56/79   Step: 1s68ms | Tot: 55s666ms | Loss: 0.057 | Acc: 98.291% (14091/14336)              
 [==============================================>..................] 57/79   Step: 966ms | Tot: 56s633ms | Loss: 0.056 | Acc: 98.300% (14344/14592)              
 [==============================================>..................] 58/79   Step: 969ms | Tot: 57s602ms | Loss: 0.056 | Acc: 98.323% (14599/14848)              
 [===============================================>.................] 59/79   Step: 969ms | Tot: 58s572ms | Loss: 0.056 | Acc: 98.332% (14852/15104)              
 [================================================>................] 60/79   Step: 1s77ms | Tot: 59s649ms | Loss: 0.056 | Acc: 98.333% (15104/15360)              
 [=================================================>...............] 61/79   Step: 963ms | Tot: 1m613ms | Loss: 0.055 | Acc: 98.354% (15359/15616)              
 [==================================================>..............] 62/79   Step: 965ms | Tot: 1m1s | Loss: 0.055 | Acc: 98.362% (15612/15872)              
 [===================================================>.............] 63/79   Step: 967ms | Tot: 1m2s | Loss: 0.054 | Acc: 98.382% (15867/16128)              
 [===================================================>.............] 64/79   Step: 964ms | Tot: 1m3s | Loss: 0.054 | Acc: 98.389% (16120/16384)              
 [====================================================>............] 65/79   Step: 1s65ms | Tot: 1m4s | Loss: 0.054 | Acc: 98.383% (16371/16640)              
 [=====================================================>...........] 66/79   Step: 962ms | Tot: 1m5s | Loss: 0.054 | Acc: 98.384% (16623/16896)              
 [======================================================>..........] 67/79   Step: 975ms | Tot: 1m6s | Loss: 0.055 | Acc: 98.379% (16874/17152)              
 [=======================================================>.........] 68/79   Step: 967ms | Tot: 1m7s | Loss: 0.054 | Acc: 98.386% (17127/17408)              
 [=======================================================>.........] 69/79   Step: 1s67ms | Tot: 1m8s | Loss: 0.054 | Acc: 98.398% (17381/17664)              
 [========================================================>........] 70/79   Step: 960ms | Tot: 1m9s | Loss: 0.054 | Acc: 98.404% (17634/17920)              
 [=========================================================>.......] 71/79   Step: 960ms | Tot: 1m10s | Loss: 0.054 | Acc: 98.415% (17888/18176)              
 [==========================================================>......] 72/79   Step: 963ms | Tot: 1m11s | Loss: 0.053 | Acc: 98.427% (18142/18432)              
 [===========================================================>.....] 73/79   Step: 967ms | Tot: 1m12s | Loss: 0.054 | Acc: 98.416% (18392/18688)              
 [============================================================>....] 74/79   Step: 1s71ms | Tot: 1m13s | Loss: 0.053 | Acc: 98.432% (18647/18944)              
