cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 38000 samples
Selected 38000 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/149   Step: 53s183ms | Tot: 0ms | Loss: 0.020 | Acc: 99.219% (254/256)              
 [>................................................................] 2/149   Step: 2s3ms | Tot: 2s3ms | Loss: 0.012 | Acc: 99.609% (510/512)              
 [>................................................................] 3/149   Step: 980ms | Tot: 2s983ms | Loss: 0.013 | Acc: 99.479% (764/768)              
 [=>...............................................................] 4/149   Step: 1s178ms | Tot: 4s162ms | Loss: 0.014 | Acc: 99.414% (1018/1024)              
 [=>...............................................................] 5/149   Step: 970ms | Tot: 5s133ms | Loss: 0.012 | Acc: 99.531% (1274/1280)              
 [==>..............................................................] 6/149   Step: 975ms | Tot: 6s108ms | Loss: 0.014 | Acc: 99.544% (1529/1536)              
 [==>..............................................................] 7/149   Step: 984ms | Tot: 7s92ms | Loss: 0.016 | Acc: 99.442% (1782/1792)              
 [===>.............................................................] 8/149   Step: 973ms | Tot: 8s66ms | Loss: 0.015 | Acc: 99.463% (2037/2048)              
 [===>.............................................................] 9/149   Step: 1s70ms | Tot: 9s136ms | Loss: 0.014 | Acc: 99.523% (2293/2304)              
 [===>.............................................................] 10/149   Step: 969ms | Tot: 10s106ms | Loss: 0.015 | Acc: 99.453% (2546/2560)              
 [====>............................................................] 11/149   Step: 963ms | Tot: 11s70ms | Loss: 0.014 | Acc: 99.503% (2802/2816)              
 [====>............................................................] 12/149   Step: 971ms | Tot: 12s41ms | Loss: 0.015 | Acc: 99.512% (3057/3072)              
 [=====>...........................................................] 13/149   Step: 1s76ms | Tot: 13s118ms | Loss: 0.014 | Acc: 99.549% (3313/3328)              
 [=====>...........................................................] 14/149   Step: 972ms | Tot: 14s90ms | Loss: 0.013 | Acc: 99.554% (3568/3584)              
 [======>..........................................................] 15/149   Step: 978ms | Tot: 15s69ms | Loss: 0.013 | Acc: 99.557% (3823/3840)              
 [======>..........................................................] 16/149   Step: 980ms | Tot: 16s49ms | Loss: 0.013 | Acc: 99.585% (4079/4096)              
 [======>..........................................................] 17/149   Step: 987ms | Tot: 17s36ms | Loss: 0.012 | Acc: 99.609% (4335/4352)              
 [=======>.........................................................] 18/149   Step: 1s86ms | Tot: 18s123ms | Loss: 0.012 | Acc: 99.631% (4591/4608)              
 [=======>.........................................................] 19/149   Step: 977ms | Tot: 19s100ms | Loss: 0.012 | Acc: 99.650% (4847/4864)              
 [========>........................................................] 20/149   Step: 970ms | Tot: 20s70ms | Loss: 0.012 | Acc: 99.648% (5102/5120)              
 [========>........................................................] 21/149   Step: 969ms | Tot: 21s40ms | Loss: 0.011 | Acc: 99.665% (5358/5376)              
 [=========>.......................................................] 22/149   Step: 1s109ms | Tot: 22s149ms | Loss: 0.011 | Acc: 99.680% (5614/5632)              
 [=========>.......................................................] 23/149   Step: 974ms | Tot: 23s124ms | Loss: 0.011 | Acc: 99.677% (5869/5888)              
 [==========>......................................................] 24/149   Step: 973ms | Tot: 24s98ms | Loss: 0.011 | Acc: 99.691% (6125/6144)              
 [==========>......................................................] 25/149   Step: 966ms | Tot: 25s64ms | Loss: 0.010 | Acc: 99.703% (6381/6400)              
 [==========>......................................................] 26/149   Step: 970ms | Tot: 26s34ms | Loss: 0.010 | Acc: 99.715% (6637/6656)              
 [===========>.....................................................] 27/149   Step: 1s111ms | Tot: 27s146ms | Loss: 0.010 | Acc: 99.711% (6892/6912)              
 [===========>.....................................................] 28/149   Step: 969ms | Tot: 28s115ms | Loss: 0.011 | Acc: 99.707% (7147/7168)              
 [============>....................................................] 29/149   Step: 973ms | Tot: 29s88ms | Loss: 0.010 | Acc: 99.717% (7403/7424)              
 [============>....................................................] 30/149   Step: 971ms | Tot: 30s60ms | Loss: 0.010 | Acc: 99.727% (7659/7680)              
 [=============>...................................................] 31/149   Step: 1s78ms | Tot: 31s139ms | Loss: 0.010 | Acc: 99.735% (7915/7936)              
 [=============>...................................................] 32/149   Step: 965ms | Tot: 32s105ms | Loss: 0.010 | Acc: 99.744% (8171/8192)              
 [=============>...................................................] 33/149   Step: 967ms | Tot: 33s72ms | Loss: 0.010 | Acc: 99.740% (8426/8448)              
