cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 6 percent samples
Select 24000 samples
Selected 24000 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/94   Step: 33s91ms | Tot: 0ms | Loss: 0.003 | Acc: 100.000% (256/256)              
 [>................................................................] 2/94   Step: 1s952ms | Tot: 1s952ms | Loss: 0.003 | Acc: 100.000% (512/512)              
 [=>...............................................................] 3/94   Step: 985ms | Tot: 2s938ms | Loss: 0.003 | Acc: 100.000% (768/768)              
 [==>..............................................................] 4/94   Step: 1s159ms | Tot: 4s97ms | Loss: 0.003 | Acc: 100.000% (1024/1024)              
 [==>..............................................................] 5/94   Step: 960ms | Tot: 5s58ms | Loss: 0.003 | Acc: 100.000% (1280/1280)              
 [===>.............................................................] 6/94   Step: 960ms | Tot: 6s18ms | Loss: 0.003 | Acc: 100.000% (1536/1536)              
 [====>............................................................] 7/94   Step: 954ms | Tot: 6s973ms | Loss: 0.003 | Acc: 100.000% (1792/1792)              
 [====>............................................................] 8/94   Step: 960ms | Tot: 7s934ms | Loss: 0.003 | Acc: 100.000% (2048/2048)              
 [=====>...........................................................] 9/94   Step: 1s62ms | Tot: 8s996ms | Loss: 0.003 | Acc: 100.000% (2304/2304)              
 [======>..........................................................] 10/94   Step: 954ms | Tot: 9s951ms | Loss: 0.003 | Acc: 100.000% (2560/2560)              
 [======>..........................................................] 11/94   Step: 954ms | Tot: 10s905ms | Loss: 0.003 | Acc: 100.000% (2816/2816)              
 [=======>.........................................................] 12/94   Step: 955ms | Tot: 11s860ms | Loss: 0.002 | Acc: 100.000% (3072/3072)              
 [========>........................................................] 13/94   Step: 1s80ms | Tot: 12s940ms | Loss: 0.002 | Acc: 100.000% (3328/3328)              
 [========>........................................................] 14/94   Step: 957ms | Tot: 13s898ms | Loss: 0.003 | Acc: 100.000% (3584/3584)              
 [=========>.......................................................] 15/94   Step: 957ms | Tot: 14s855ms | Loss: 0.003 | Acc: 100.000% (3840/3840)              
 [==========>......................................................] 16/94   Step: 956ms | Tot: 15s812ms | Loss: 0.002 | Acc: 100.000% (4096/4096)              
 [===========>.....................................................] 17/94   Step: 967ms | Tot: 16s780ms | Loss: 0.003 | Acc: 100.000% (4352/4352)              
 [===========>.....................................................] 18/94   Step: 1s68ms | Tot: 17s848ms | Loss: 0.003 | Acc: 100.000% (4608/4608)              
 [============>....................................................] 19/94   Step: 958ms | Tot: 18s807ms | Loss: 0.003 | Acc: 100.000% (4864/4864)              
 [=============>...................................................] 20/94   Step: 957ms | Tot: 19s764ms | Loss: 0.003 | Acc: 100.000% (5120/5120)              
 [=============>...................................................] 21/94   Step: 953ms | Tot: 20s718ms | Loss: 0.003 | Acc: 100.000% (5376/5376)              
 [==============>..................................................] 22/94   Step: 951ms | Tot: 21s669ms | Loss: 0.003 | Acc: 100.000% (5632/5632)              
 [===============>.................................................] 23/94   Step: 1s85ms | Tot: 22s755ms | Loss: 0.003 | Acc: 100.000% (5888/5888)              
 [===============>.................................................] 24/94   Step: 973ms | Tot: 23s728ms | Loss: 0.003 | Acc: 100.000% (6144/6144)              
 [================>................................................] 25/94   Step: 958ms | Tot: 24s687ms | Loss: 0.003 | Acc: 100.000% (6400/6400)              
 [=================>...............................................] 26/94   Step: 953ms | Tot: 25s640ms | Loss: 0.003 | Acc: 99.985% (6655/6656)              
 [=================>...............................................] 27/94   Step: 957ms | Tot: 26s598ms | Loss: 0.003 | Acc: 99.986% (6911/6912)              
 [==================>..............................................] 28/94   Step: 1s112ms | Tot: 27s711ms | Loss: 0.003 | Acc: 99.986% (7167/7168)              
 [===================>.............................................] 29/94   Step: 959ms | Tot: 28s670ms | Loss: 0.003 | Acc: 99.987% (7423/7424)              
 [====================>............................................] 30/94   Step: 950ms | Tot: 29s620ms | Loss: 0.003 | Acc: 99.987% (7679/7680)              
 [====================>............................................] 31/94   Step: 958ms | Tot: 30s579ms | Loss: 0.003 | Acc: 99.987% (7935/7936)              
 [=====================>...........................................] 32/94   Step: 949ms | Tot: 31s528ms | Loss: 0.003 | Acc: 99.988% (8191/8192)              
 [======================>..........................................] 33/94   Step: 1s66ms | Tot: 32s594ms | Loss: 0.003 | Acc: 99.988% (8447/8448)              
 [======================>..........................................] 34/94   Step: 966ms | Tot: 33s561ms | Loss: 0.003 | Acc: 99.989% (8703/8704)              
 [=======================>.........................................] 35/94   Step: 955ms | Tot: 34s517ms | Loss: 0.003 | Acc: 99.989% (8959/8960)              
 [========================>........................................] 36/94   Step: 954ms | Tot: 35s472ms | Loss: 0.003 | Acc: 99.989% (9215/9216)              
 [========================>........................................] 37/94   Step: 1s66ms | Tot: 36s538ms | Loss: 0.003 | Acc: 99.989% (9471/9472)              
 [=========================>.......................................] 38/94   Step: 961ms | Tot: 37s500ms | Loss: 0.003 | Acc: 99.990% (9727/9728)              
 [==========================>......................................] 39/94   Step: 965ms | Tot: 38s465ms | Loss: 0.003 | Acc: 99.990% (9983/9984)              
 [==========================>......................................] 40/94   Step: 959ms | Tot: 39s424ms | Loss: 0.003 | Acc: 99.990% (10239/10240)              
 [===========================>.....................................] 41/94   Step: 952ms | Tot: 40s376ms | Loss: 0.003 | Acc: 99.990% (10495/10496)              
 [============================>....................................] 42/94   Step: 1s93ms | Tot: 41s469ms | Loss: 0.003 | Acc: 99.991% (10751/10752)              
