cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 9 percent samples
Select 36000 samples
Selected 36000 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/141   Step: 33s224ms | Tot: 0ms | Loss: 0.019 | Acc: 99.219% (254/256)              
 [>................................................................] 2/141   Step: 1s944ms | Tot: 1s944ms | Loss: 0.014 | Acc: 99.414% (509/512)              
 [>................................................................] 3/141   Step: 970ms | Tot: 2s914ms | Loss: 0.011 | Acc: 99.609% (765/768)              
 [=>...............................................................] 4/141   Step: 1s161ms | Tot: 4s76ms | Loss: 0.010 | Acc: 99.707% (1021/1024)              
 [=>...............................................................] 5/141   Step: 965ms | Tot: 5s41ms | Loss: 0.011 | Acc: 99.688% (1276/1280)              
 [==>..............................................................] 6/141   Step: 964ms | Tot: 6s6ms | Loss: 0.011 | Acc: 99.674% (1531/1536)              
 [==>..............................................................] 7/141   Step: 970ms | Tot: 6s976ms | Loss: 0.010 | Acc: 99.721% (1787/1792)              
 [===>.............................................................] 8/141   Step: 960ms | Tot: 7s936ms | Loss: 0.009 | Acc: 99.756% (2043/2048)              
 [===>.............................................................] 9/141   Step: 1s70ms | Tot: 9s6ms | Loss: 0.009 | Acc: 99.783% (2299/2304)              
 [====>............................................................] 10/141   Step: 957ms | Tot: 9s964ms | Loss: 0.009 | Acc: 99.766% (2554/2560)              
 [====>............................................................] 11/141   Step: 961ms | Tot: 10s926ms | Loss: 0.008 | Acc: 99.787% (2810/2816)              
 [=====>...........................................................] 12/141   Step: 958ms | Tot: 11s884ms | Loss: 0.008 | Acc: 99.805% (3066/3072)              
 [=====>...........................................................] 13/141   Step: 1s71ms | Tot: 12s955ms | Loss: 0.008 | Acc: 99.790% (3321/3328)              
 [=====>...........................................................] 14/141   Step: 961ms | Tot: 13s917ms | Loss: 0.008 | Acc: 99.805% (3577/3584)              
 [======>..........................................................] 15/141   Step: 966ms | Tot: 14s883ms | Loss: 0.008 | Acc: 99.818% (3833/3840)              
 [======>..........................................................] 16/141   Step: 964ms | Tot: 15s848ms | Loss: 0.008 | Acc: 99.805% (4088/4096)              
 [=======>.........................................................] 17/141   Step: 973ms | Tot: 16s821ms | Loss: 0.008 | Acc: 99.816% (4344/4352)              
 [=======>.........................................................] 18/141   Step: 1s64ms | Tot: 17s885ms | Loss: 0.008 | Acc: 99.826% (4600/4608)              
 [========>........................................................] 19/141   Step: 961ms | Tot: 18s847ms | Loss: 0.007 | Acc: 99.836% (4856/4864)              
 [========>........................................................] 20/141   Step: 959ms | Tot: 19s807ms | Loss: 0.008 | Acc: 99.824% (5111/5120)              
 [=========>.......................................................] 21/141   Step: 965ms | Tot: 20s772ms | Loss: 0.008 | Acc: 99.833% (5367/5376)              
 [=========>.......................................................] 22/141   Step: 968ms | Tot: 21s741ms | Loss: 0.008 | Acc: 99.822% (5622/5632)              
 [==========>......................................................] 23/141   Step: 1s82ms | Tot: 22s823ms | Loss: 0.008 | Acc: 99.813% (5877/5888)              
 [==========>......................................................] 24/141   Step: 968ms | Tot: 23s791ms | Loss: 0.008 | Acc: 99.805% (6132/6144)              
 [===========>.....................................................] 25/141   Step: 963ms | Tot: 24s754ms | Loss: 0.008 | Acc: 99.812% (6388/6400)              
 [===========>.....................................................] 26/141   Step: 965ms | Tot: 25s720ms | Loss: 0.008 | Acc: 99.805% (6643/6656)              
 [===========>.....................................................] 27/141   Step: 977ms | Tot: 26s697ms | Loss: 0.008 | Acc: 99.812% (6899/6912)              
 [============>....................................................] 28/141   Step: 1s110ms | Tot: 27s808ms | Loss: 0.008 | Acc: 99.819% (7155/7168)              
 [============>....................................................] 29/141   Step: 961ms | Tot: 28s770ms | Loss: 0.008 | Acc: 99.825% (7411/7424)              
 [=============>...................................................] 30/141   Step: 962ms | Tot: 29s732ms | Loss: 0.008 | Acc: 99.831% (7667/7680)              
 [=============>...................................................] 31/141   Step: 957ms | Tot: 30s690ms | Loss: 0.008 | Acc: 99.824% (7922/7936)              
