cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 6 percent samples
Select 24000 samples
Selected 24000 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/94   Step: 33s661ms | Tot: 0ms | Loss: 0.095 | Acc: 96.484% (247/256)              
 [>................................................................] 2/94   Step: 2s50ms | Tot: 2s50ms | Loss: 0.081 | Acc: 97.266% (498/512)              
 [=>...............................................................] 3/94   Step: 978ms | Tot: 3s28ms | Loss: 0.088 | Acc: 97.266% (747/768)              
 [==>..............................................................] 4/94   Step: 1s166ms | Tot: 4s195ms | Loss: 0.082 | Acc: 97.559% (999/1024)              
 [==>..............................................................] 5/94   Step: 967ms | Tot: 5s163ms | Loss: 0.079 | Acc: 97.500% (1248/1280)              
 [===>.............................................................] 6/94   Step: 966ms | Tot: 6s129ms | Loss: 0.080 | Acc: 97.331% (1495/1536)              
 [====>............................................................] 7/94   Step: 968ms | Tot: 7s98ms | Loss: 0.082 | Acc: 97.321% (1744/1792)              
 [====>............................................................] 8/94   Step: 975ms | Tot: 8s73ms | Loss: 0.079 | Acc: 97.461% (1996/2048)              
 [=====>...........................................................] 9/94   Step: 1s68ms | Tot: 9s142ms | Loss: 0.079 | Acc: 97.483% (2246/2304)              
 [======>..........................................................] 10/94   Step: 972ms | Tot: 10s115ms | Loss: 0.078 | Acc: 97.500% (2496/2560)              
 [======>..........................................................] 11/94   Step: 981ms | Tot: 11s96ms | Loss: 0.077 | Acc: 97.550% (2747/2816)              
 [=======>.........................................................] 12/94   Step: 960ms | Tot: 12s57ms | Loss: 0.076 | Acc: 97.624% (2999/3072)              
 [========>........................................................] 13/94   Step: 1s79ms | Tot: 13s137ms | Loss: 0.073 | Acc: 97.746% (3253/3328)              
 [========>........................................................] 14/94   Step: 966ms | Tot: 14s103ms | Loss: 0.072 | Acc: 97.740% (3503/3584)              
 [=========>.......................................................] 15/94   Step: 971ms | Tot: 15s75ms | Loss: 0.072 | Acc: 97.734% (3753/3840)              
 [==========>......................................................] 16/94   Step: 969ms | Tot: 16s45ms | Loss: 0.071 | Acc: 97.827% (4007/4096)              
 [===========>.....................................................] 17/94   Step: 973ms | Tot: 17s18ms | Loss: 0.069 | Acc: 97.863% (4259/4352)              
 [===========>.....................................................] 18/94   Step: 1s81ms | Tot: 18s100ms | Loss: 0.068 | Acc: 97.873% (4510/4608)              
 [============>....................................................] 19/94   Step: 963ms | Tot: 19s63ms | Loss: 0.066 | Acc: 97.985% (4766/4864)              
 [=============>...................................................] 20/94   Step: 966ms | Tot: 20s30ms | Loss: 0.064 | Acc: 98.047% (5020/5120)              
 [=============>...................................................] 21/94   Step: 974ms | Tot: 21s5ms | Loss: 0.063 | Acc: 98.065% (5272/5376)              
 [==============>..................................................] 22/94   Step: 1s72ms | Tot: 22s78ms | Loss: 0.063 | Acc: 98.100% (5525/5632)              
 [===============>.................................................] 23/94   Step: 995ms | Tot: 23s73ms | Loss: 0.061 | Acc: 98.166% (5780/5888)              
 [===============>.................................................] 24/94   Step: 970ms | Tot: 24s44ms | Loss: 0.060 | Acc: 98.193% (6033/6144)              
 [================>................................................] 25/94   Step: 970ms | Tot: 25s15ms | Loss: 0.060 | Acc: 98.234% (6287/6400)              
 [=================>...............................................] 26/94   Step: 966ms | Tot: 25s981ms | Loss: 0.059 | Acc: 98.257% (6540/6656)              
 [=================>...............................................] 27/94   Step: 1s107ms | Tot: 27s89ms | Loss: 0.058 | Acc: 98.278% (6793/6912)              
 [==================>..............................................] 28/94   Step: 971ms | Tot: 28s61ms | Loss: 0.058 | Acc: 98.326% (7048/7168)              
 [===================>.............................................] 29/94   Step: 959ms | Tot: 29s20ms | Loss: 0.057 | Acc: 98.343% (7301/7424)              
 [====================>............................................] 30/94   Step: 971ms | Tot: 29s992ms | Loss: 0.056 | Acc: 98.398% (7557/7680)              
 [====================>............................................] 31/94   Step: 973ms | Tot: 30s965ms | Loss: 0.056 | Acc: 98.412% (7810/7936)              
