cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 2
Train with the im wcl selected dataset.
------------------ Start to select subsets ------------------
Select 6 percent samples
Select 24000 samples
Load selected sample idx
Selected 24000 samples for a fair comparison.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/94   Step: 31s535ms | Tot: 0ms | Loss: 0.077 | Acc: 96.094% (246/256)              
 [>................................................................] 2/94   Step: 2s58ms | Tot: 2s58ms | Loss: 0.072 | Acc: 96.875% (496/512)              
 [=>...............................................................] 3/94   Step: 967ms | Tot: 3s25ms | Loss: 0.078 | Acc: 97.005% (745/768)              
 [==>..............................................................] 4/94   Step: 1s118ms | Tot: 4s144ms | Loss: 0.075 | Acc: 97.363% (997/1024)              
 [==>..............................................................] 5/94   Step: 957ms | Tot: 5s101ms | Loss: 0.074 | Acc: 97.344% (1246/1280)              
 [===>.............................................................] 6/94   Step: 954ms | Tot: 6s56ms | Loss: 0.083 | Acc: 96.940% (1489/1536)              
 [====>............................................................] 7/94   Step: 953ms | Tot: 7s9ms | Loss: 0.083 | Acc: 97.042% (1739/1792)              
 [====>............................................................] 8/94   Step: 951ms | Tot: 7s961ms | Loss: 0.082 | Acc: 97.266% (1992/2048)              
 [=====>...........................................................] 9/94   Step: 1s62ms | Tot: 9s24ms | Loss: 0.082 | Acc: 97.352% (2243/2304)              
 [======>..........................................................] 10/94   Step: 955ms | Tot: 9s979ms | Loss: 0.082 | Acc: 97.305% (2491/2560)              
 [======>..........................................................] 11/94   Step: 953ms | Tot: 10s933ms | Loss: 0.081 | Acc: 97.337% (2741/2816)              
 [=======>.........................................................] 12/94   Step: 995ms | Tot: 11s928ms | Loss: 0.085 | Acc: 97.135% (2984/3072)              
 [========>........................................................] 13/94   Step: 1s65ms | Tot: 12s993ms | Loss: 0.082 | Acc: 97.266% (3237/3328)              
 [========>........................................................] 14/94   Step: 952ms | Tot: 13s946ms | Loss: 0.086 | Acc: 97.182% (3483/3584)              
 [=========>.......................................................] 15/94   Step: 953ms | Tot: 14s900ms | Loss: 0.085 | Acc: 97.188% (3732/3840)              
 [==========>......................................................] 16/94   Step: 960ms | Tot: 15s860ms | Loss: 0.082 | Acc: 97.314% (3986/4096)              
 [===========>.....................................................] 17/94   Step: 956ms | Tot: 16s817ms | Loss: 0.080 | Acc: 97.358% (4237/4352)              
 [===========>.....................................................] 18/94   Step: 1s61ms | Tot: 17s879ms | Loss: 0.080 | Acc: 97.331% (4485/4608)              
 [============>....................................................] 19/94   Step: 964ms | Tot: 18s844ms | Loss: 0.079 | Acc: 97.368% (4736/4864)              
 [=============>...................................................] 20/94   Step: 955ms | Tot: 19s800ms | Loss: 0.078 | Acc: 97.402% (4987/5120)              
 [=============>...................................................] 21/94   Step: 956ms | Tot: 20s756ms | Loss: 0.077 | Acc: 97.414% (5237/5376)              
 [==============>..................................................] 22/94   Step: 1s1ms | Tot: 21s758ms | Loss: 0.076 | Acc: 97.443% (5488/5632)              
 [===============>.................................................] 23/94   Step: 1s96ms | Tot: 22s854ms | Loss: 0.074 | Acc: 97.520% (5742/5888)              
 [===============>.................................................] 24/94   Step: 956ms | Tot: 23s811ms | Loss: 0.073 | Acc: 97.526% (5992/6144)              
 [================>................................................] 25/94   Step: 953ms | Tot: 24s765ms | Loss: 0.073 | Acc: 97.531% (6242/6400)              
 [=================>...............................................] 26/94   Step: 952ms | Tot: 25s717ms | Loss: 0.073 | Acc: 97.521% (6491/6656)              
 [=================>...............................................] 27/94   Step: 954ms | Tot: 26s672ms | Loss: 0.073 | Acc: 97.541% (6742/6912)              
 [==================>..............................................] 28/94   Step: 1s67ms | Tot: 27s739ms | Loss: 0.073 | Acc: 97.559% (6993/7168)              
 [===================>.............................................] 29/94   Step: 955ms | Tot: 28s694ms | Loss: 0.072 | Acc: 97.589% (7245/7424)              
 [====================>............................................] 30/94   Step: 959ms | Tot: 29s653ms | Loss: 0.072 | Acc: 97.604% (7496/7680)              
 [====================>............................................] 31/94   Step: 949ms | Tot: 30s603ms | Loss: 0.072 | Acc: 97.581% (7744/7936)              
 [=====================>...........................................] 32/94   Step: 1s97ms | Tot: 31s701ms | Loss: 0.071 | Acc: 97.607% (7996/8192)              
 [======================>..........................................] 33/94   Step: 958ms | Tot: 32s659ms | Loss: 0.071 | Acc: 97.621% (8247/8448)              
 [======================>..........................................] 34/94   Step: 959ms | Tot: 33s619ms | Loss: 0.070 | Acc: 97.645% (8499/8704)              
 [=======================>.........................................] 35/94   Step: 954ms | Tot: 34s573ms | Loss: 0.070 | Acc: 97.623% (8747/8960)              
 [========================>........................................] 36/94   Step: 959ms | Tot: 35s533ms | Loss: 0.070 | Acc: 97.624% (8997/9216)              
 [========================>........................................] 37/94   Step: 1s62ms | Tot: 36s595ms | Loss: 0.070 | Acc: 97.646% (9249/9472)              
 [=========================>.......................................] 38/94   Step: 957ms | Tot: 37s553ms | Loss: 0.070 | Acc: 97.656% (9500/9728)              
 [==========================>......................................] 39/94   Step: 964ms | Tot: 38s518ms | Loss: 0.069 | Acc: 97.696% (9754/9984)              
 [==========================>......................................] 40/94   Step: 958ms | Tot: 39s476ms | Loss: 0.069 | Acc: 97.715% (10006/10240)              
 [===========================>.....................................] 41/94   Step: 1s76ms | Tot: 40s552ms | Loss: 0.069 | Acc: 97.732% (10258/10496)              
 [============================>....................................] 42/94   Step: 984ms | Tot: 41s536ms | Loss: 0.068 | Acc: 97.786% (10514/10752)              
 [=============================>...................................] 43/94   Step: 959ms | Tot: 42s496ms | Loss: 0.067 | Acc: 97.829% (10769/11008)              
 [=============================>...................................] 44/94   Step: 951ms | Tot: 43s448ms | Loss: 0.066 | Acc: 97.878% (11025/11264)              
 [==============================>..................................] 45/94   Step: 950ms | Tot: 44s398ms | Loss: 0.065 | Acc: 97.882% (11276/11520)              
 [===============================>.................................] 46/94   Step: 1s86ms | Tot: 45s484ms | Loss: 0.065 | Acc: 97.919% (11531/11776)              
 [===============================>.................................] 47/94   Step: 950ms | Tot: 46s434ms | Loss: 0.064 | Acc: 97.931% (11783/12032)              
 [================================>................................] 48/94   Step: 951ms | Tot: 47s386ms | Loss: 0.063 | Acc: 97.974% (12039/12288)              
 [=================================>...............................] 49/94   Step: 956ms | Tot: 48s342ms | Loss: 0.063 | Acc: 97.983% (12291/12544)              
 [=================================>...............................] 50/94   Step: 957ms | Tot: 49s300ms | Loss: 0.063 | Acc: 98.016% (12546/12800)              
 [==================================>..............................] 51/94   Step: 1s57ms | Tot: 50s357ms | Loss: 0.062 | Acc: 98.032% (12799/13056)              
 [===================================>.............................] 52/94   Step: 968ms | Tot: 51s326ms | Loss: 0.062 | Acc: 98.062% (13054/13312)              
 [===================================>.............................] 53/94   Step: 971ms | Tot: 52s297ms | Loss: 0.062 | Acc: 98.062% (13305/13568)              
 [====================================>............................] 54/94   Step: 959ms | Tot: 53s257ms | Loss: 0.061 | Acc: 98.076% (13558/13824)              
 [=====================================>...........................] 55/94   Step: 1s55ms | Tot: 54s313ms | Loss: 0.061 | Acc: 98.097% (13812/14080)              
 [======================================>..........................] 56/94   Step: 951ms | Tot: 55s265ms | Loss: 0.061 | Acc: 98.110% (14065/14336)              
 [======================================>..........................] 57/94   Step: 958ms | Tot: 56s223ms | Loss: 0.060 | Acc: 98.115% (14317/14592)              
 [=======================================>.........................] 58/94   Step: 959ms | Tot: 57s183ms | Loss: 0.060 | Acc: 98.128% (14570/14848)              
 [========================================>........................] 59/94   Step: 949ms | Tot: 58s132ms | Loss: 0.059 | Acc: 98.146% (14824/15104)              
 [========================================>........................] 60/94   Step: 1s60ms | Tot: 59s192ms | Loss: 0.059 | Acc: 98.177% (15080/15360)              
 [=========================================>.......................] 61/94   Step: 949ms | Tot: 1m142ms | Loss: 0.058 | Acc: 98.188% (15333/15616)              
 [==========================================>......................] 62/94   Step: 949ms | Tot: 1m1s | Loss: 0.058 | Acc: 98.211% (15588/15872)              
 [==========================================>......................] 63/94   Step: 993ms | Tot: 1m2s | Loss: 0.057 | Acc: 98.239% (15844/16128)              
 [===========================================>.....................] 64/94   Step: 953ms | Tot: 1m3s | Loss: 0.057 | Acc: 98.242% (16096/16384)              
 [============================================>....................] 65/94   Step: 1s56ms | Tot: 1m4s | Loss: 0.056 | Acc: 98.263% (16351/16640)              
 [============================================>....................] 66/94   Step: 951ms | Tot: 1m5s | Loss: 0.056 | Acc: 98.284% (16606/16896)              
 [=============================================>...................] 67/94   Step: 952ms | Tot: 1m5s | Loss: 0.056 | Acc: 98.303% (16861/17152)              
 [==============================================>..................] 68/94   Step: 960ms | Tot: 1m6s | Loss: 0.055 | Acc: 98.294% (17111/17408)              
 [===============================================>.................] 69/94   Step: 953ms | Tot: 1m7s | Loss: 0.055 | Acc: 98.302% (17364/17664)              
 [===============================================>.................] 70/94   Step: 1s57ms | Tot: 1m8s | Loss: 0.055 | Acc: 98.315% (17618/17920)              
 [================================================>................] 71/94   Step: 954ms | Tot: 1m9s | Loss: 0.055 | Acc: 98.311% (17869/18176)              
 [=================================================>...............] 72/94   Step: 949ms | Tot: 1m10s | Loss: 0.054 | Acc: 98.318% (18122/18432)              
 [=================================================>...............] 73/94   Step: 992ms | Tot: 1m11s | Loss: 0.054 | Acc: 98.314% (18373/18688)              
 [==================================================>..............] 74/94   Step: 1s67ms | Tot: 1m12s | Loss: 0.054 | Acc: 98.306% (18623/18944)              
 [===================================================>.............] 75/94   Step: 954ms | Tot: 1m13s | Loss: 0.054 | Acc: 98.302% (18874/19200)              
 [===================================================>.............] 76/94   Step: 951ms | Tot: 1m14s | Loss: 0.054 | Acc: 98.309% (19127/19456)              
 [====================================================>............] 77/94   Step: 951ms | Tot: 1m15s | Loss: 0.053 | Acc: 98.326% (19382/19712)              
 [=====================================================>...........] 78/94   Step: 949ms | Tot: 1m16s | Loss: 0.053 | Acc: 98.342% (19637/19968)              
 [=====================================================>...........] 79/94   Step: 1s84ms | Tot: 1m17s | Loss: 0.053 | Acc: 98.353% (19891/20224)              
 [======================================================>..........] 80/94   Step: 950ms | Tot: 1m18s | Loss: 0.053 | Acc: 98.345% (20141/20480)              
 [=======================================================>.........] 81/94   Step: 954ms | Tot: 1m19s | Loss: 0.052 | Acc: 98.360% (20396/20736)              
 [========================================================>........] 82/94   Step: 950ms | Tot: 1m20s | Loss: 0.052 | Acc: 98.366% (20649/20992)              
 [========================================================>........] 83/94   Step: 1s113ms | Tot: 1m21s | Loss: 0.052 | Acc: 98.376% (20903/21248)              
 [=========================================================>.......] 84/94   Step: 952ms | Tot: 1m22s | Loss: 0.052 | Acc: 98.386% (21157/21504)              
 [==========================================================>......] 85/94   Step: 962ms | Tot: 1m23s | Loss: 0.052 | Acc: 98.387% (21409/21760)              
 [==========================================================>......] 86/94   Step: 961ms | Tot: 1m24s | Loss: 0.051 | Acc: 98.401% (21664/22016)              
 [===========================================================>.....] 87/94   Step: 969ms | Tot: 1m25s | Loss: 0.051 | Acc: 98.406% (21917/22272)              
 [============================================================>....] 88/94   Step: 1s63ms | Tot: 1m26s | Loss: 0.051 | Acc: 98.411% (22170/22528)              
 [============================================================>....] 89/94   Step: 952ms | Tot: 1m27s | Loss: 0.051 | Acc: 98.416% (22423/22784)              
 [=============================================================>...] 90/94   Step: 924ms | Tot: 1m28s | Loss: 0.050 | Acc: 98.429% (22678/23040)              
 [==============================================================>..] 91/94   Step: 840ms | Tot: 1m29s | Loss: 0.050 | Acc: 98.433% (22931/23296)              
 [==============================================================>..] 92/94   Step: 843ms | Tot: 1m30s | Loss: 0.050 | Acc: 98.450% (23187/23552)              
 [===============================================================>.] 93/94   Step: 949ms | Tot: 1m31s | Loss: 0.050 | Acc: 98.459% (23441/23808)              
 [================================================================>] 94/94   Step: 8s525ms | Tot: 1m39s | Loss: 0.049 | Acc: 98.463% (23631/24000)
 [>................................................................] 1/40   Step: 1s109ms | Tot: 0ms | Loss: 0.198 | Acc: 93.359% (239/256)              
 [=>...............................................................] 2/40   Step: 439ms | Tot: 439ms | Loss: 0.225 | Acc: 92.773% (475/512)              
 [===>.............................................................] 3/40   Step: 435ms | Tot: 874ms | Loss: 0.220 | Acc: 92.708% (712/768)              
 [====>............................................................] 4/40   Step: 581ms | Tot: 1s456ms | Loss: 0.208 | Acc: 93.066% (953/1024)              
 [======>..........................................................] 5/40   Step: 419ms | Tot: 1s876ms | Loss: 0.197 | Acc: 93.438% (1196/1280)              
 [========>........................................................] 6/40   Step: 422ms | Tot: 2s298ms | Loss: 0.201 | Acc: 93.685% (1439/1536)              
 [=========>.......................................................] 7/40   Step: 419ms | Tot: 2s717ms | Loss: 0.199 | Acc: 93.862% (1682/1792)              
 [===========>.....................................................] 8/40   Step: 419ms | Tot: 3s137ms | Loss: 0.209 | Acc: 93.604% (1917/2048)              
 [=============>...................................................] 9/40   Step: 524ms | Tot: 3s662ms | Loss: 0.213 | Acc: 93.446% (2153/2304)              
 [==============>..................................................] 10/40   Step: 418ms | Tot: 4s80ms | Loss: 0.214 | Acc: 93.516% (2394/2560)              
 [================>................................................] 11/40   Step: 419ms | Tot: 4s499ms | Loss: 0.218 | Acc: 93.430% (2631/2816)              
 [=================>...............................................] 12/40   Step: 419ms | Tot: 4s919ms | Loss: 0.231 | Acc: 93.229% (2864/3072)              
 [===================>.............................................] 13/40   Step: 422ms | Tot: 5s341ms | Loss: 0.241 | Acc: 92.909% (3092/3328)              
 [=====================>...........................................] 14/40   Step: 421ms | Tot: 5s763ms | Loss: 0.232 | Acc: 93.136% (3338/3584)              
 [======================>..........................................] 15/40   Step: 525ms | Tot: 6s289ms | Loss: 0.237 | Acc: 92.943% (3569/3840)              
 [========================>........................................] 16/40   Step: 418ms | Tot: 6s707ms | Loss: 0.246 | Acc: 92.749% (3799/4096)              
 [==========================>......................................] 17/40   Step: 414ms | Tot: 7s121ms | Loss: 0.241 | Acc: 92.831% (4040/4352)              
 [===========================>.....................................] 18/40   Step: 415ms | Tot: 7s536ms | Loss: 0.248 | Acc: 92.730% (4273/4608)              
 [=============================>...................................] 19/40   Step: 417ms | Tot: 7s954ms | Loss: 0.247 | Acc: 92.784% (4513/4864)              
 [==============================>..................................] 20/40   Step: 526ms | Tot: 8s481ms | Loss: 0.247 | Acc: 92.773% (4750/5120)              
 [================================>................................] 21/40   Step: 414ms | Tot: 8s895ms | Loss: 0.248 | Acc: 92.801% (4989/5376)              
 [==================================>..............................] 22/40   Step: 418ms | Tot: 9s314ms | Loss: 0.247 | Acc: 92.738% (5223/5632)              
 [===================================>.............................] 23/40   Step: 415ms | Tot: 9s730ms | Loss: 0.253 | Acc: 92.595% (5452/5888)              
 [=====================================>...........................] 24/40   Step: 411ms | Tot: 10s141ms | Loss: 0.252 | Acc: 92.611% (5690/6144)              
 [=======================================>.........................] 25/40   Step: 430ms | Tot: 10s572ms | Loss: 0.255 | Acc: 92.531% (5922/6400)              
 [========================================>........................] 26/40   Step: 535ms | Tot: 11s107ms | Loss: 0.260 | Acc: 92.428% (6152/6656)              
 [==========================================>......................] 27/40   Step: 409ms | Tot: 11s517ms | Loss: 0.264 | Acc: 92.347% (6383/6912)              
 [===========================================>.....................] 28/40   Step: 409ms | Tot: 11s926ms | Loss: 0.265 | Acc: 92.313% (6617/7168)              
 [=============================================>...................] 29/40   Step: 416ms | Tot: 12s343ms | Loss: 0.265 | Acc: 92.282% (6851/7424)              
 [===============================================>.................] 30/40   Step: 408ms | Tot: 12s751ms | Loss: 0.264 | Acc: 92.266% (7086/7680)              
 [================================================>................] 31/40   Step: 517ms | Tot: 13s269ms | Loss: 0.263 | Acc: 92.276% (7323/7936)              
 [==================================================>..............] 32/40   Step: 408ms | Tot: 13s678ms | Loss: 0.262 | Acc: 92.297% (7561/8192)              
 [====================================================>............] 33/40   Step: 410ms | Tot: 14s88ms | Loss: 0.263 | Acc: 92.318% (7799/8448)              
 [=====================================================>...........] 34/40   Step: 409ms | Tot: 14s498ms | Loss: 0.262 | Acc: 92.348% (8038/8704)              
 [=======================================================>.........] 35/40   Step: 410ms | Tot: 14s909ms | Loss: 0.263 | Acc: 92.355% (8275/8960)              
 [========================================================>........] 36/40   Step: 369ms | Tot: 15s278ms | Loss: 0.268 | Acc: 92.274% (8504/9216)              
 [==========================================================>......] 37/40   Step: 471ms | Tot: 15s750ms | Loss: 0.268 | Acc: 92.325% (8745/9472)              
 [============================================================>....] 38/40   Step: 370ms | Tot: 16s120ms | Loss: 0.272 | Acc: 92.188% (8968/9728)              
 [=============================================================>...] 39/40   Step: 366ms | Tot: 16s486ms | Loss: 0.270 | Acc: 92.218% (9207/9984)              
 [===============================================================>.] 40/40   Step: 2s324ms | Tot: 18s811ms | Loss: 0.269 | Acc: 92.230% (9223/10000)
Saving with better validation accuracy model: 92.230..

Epoch: 1
 [>................................................................] 1/94   Step: 3s76ms | Tot: 0ms | Loss: 0.020 | Acc: 99.219% (254/256)              
 [>................................................................] 2/94   Step: 1s143ms | Tot: 1s143ms | Loss: 0.019 | Acc: 99.609% (510/512)              
 [=>...............................................................] 3/94   Step: 965ms | Tot: 2s109ms | Loss: 0.020 | Acc: 99.740% (766/768)              
 [==>..............................................................] 4/94   Step: 970ms | Tot: 3s80ms | Loss: 0.026 | Acc: 99.512% (1019/1024)              
 [==>..............................................................] 5/94   Step: 970ms | Tot: 4s50ms | Loss: 0.024 | Acc: 99.609% (1275/1280)              
 [===>.............................................................] 6/94   Step: 1s87ms | Tot: 5s137ms | Loss: 0.025 | Acc: 99.479% (1528/1536)              
 [====>............................................................] 7/94   Step: 965ms | Tot: 6s103ms | Loss: 0.023 | Acc: 99.498% (1783/1792)              
 [====>............................................................] 8/94   Step: 959ms | Tot: 7s62ms | Loss: 0.022 | Acc: 99.512% (2038/2048)              
 [=====>...........................................................] 9/94   Step: 968ms | Tot: 8s31ms | Loss: 0.023 | Acc: 99.436% (2291/2304)              
 [======>..........................................................] 10/94   Step: 998ms | Tot: 9s29ms | Loss: 0.022 | Acc: 99.492% (2547/2560)              
 [======>..........................................................] 11/94   Step: 1s78ms | Tot: 10s108ms | Loss: 0.021 | Acc: 99.538% (2803/2816)              
 [=======>.........................................................] 12/94   Step: 954ms | Tot: 11s63ms | Loss: 0.023 | Acc: 99.414% (3054/3072)              
 [========>........................................................] 13/94   Step: 950ms | Tot: 12s13ms | Loss: 0.023 | Acc: 99.429% (3309/3328)              
 [========>........................................................] 14/94   Step: 951ms | Tot: 12s965ms | Loss: 0.023 | Acc: 99.442% (3564/3584)              
 [=========>.......................................................] 15/94   Step: 952ms | Tot: 13s917ms | Loss: 0.023 | Acc: 99.401% (3817/3840)              
 [==========>......................................................] 16/94   Step: 1s56ms | Tot: 14s974ms | Loss: 0.024 | Acc: 99.365% (4070/4096)              
 [===========>.....................................................] 17/94   Step: 952ms | Tot: 15s927ms | Loss: 0.023 | Acc: 99.357% (4324/4352)              
 [===========>.....................................................] 18/94   Step: 949ms | Tot: 16s877ms | Loss: 0.024 | Acc: 99.327% (4577/4608)              
 [============>....................................................] 19/94   Step: 953ms | Tot: 17s830ms | Loss: 0.024 | Acc: 99.301% (4830/4864)              
 [=============>...................................................] 20/94   Step: 1s101ms | Tot: 18s931ms | Loss: 0.025 | Acc: 99.297% (5084/5120)              
 [=============>...................................................] 21/94   Step: 955ms | Tot: 19s886ms | Loss: 0.024 | Acc: 99.330% (5340/5376)              
 [==============>..................................................] 22/94   Step: 955ms | Tot: 20s841ms | Loss: 0.023 | Acc: 99.361% (5596/5632)              
 [===============>.................................................] 23/94   Step: 949ms | Tot: 21s790ms | Loss: 0.023 | Acc: 99.389% (5852/5888)              
 [===============>.................................................] 24/94   Step: 950ms | Tot: 22s741ms | Loss: 0.023 | Acc: 99.398% (6107/6144)              
 [================>................................................] 25/94   Step: 1s55ms | Tot: 23s797ms | Loss: 0.024 | Acc: 99.359% (6359/6400)              
 [=================>...............................................] 26/94   Step: 950ms | Tot: 24s747ms | Loss: 0.023 | Acc: 99.384% (6615/6656)              
 [=================>...............................................] 27/94   Step: 950ms | Tot: 25s698ms | Loss: 0.023 | Acc: 99.407% (6871/6912)              
 [==================>..............................................] 28/94   Step: 947ms | Tot: 26s645ms | Loss: 0.023 | Acc: 99.400% (7125/7168)              
 [===================>.............................................] 29/94   Step: 1s60ms | Tot: 27s706ms | Loss: 0.023 | Acc: 99.407% (7380/7424)              
 [====================>............................................] 30/94   Step: 974ms | Tot: 28s681ms | Loss: 0.023 | Acc: 99.388% (7633/7680)              
 [====================>............................................] 31/94   Step: 970ms | Tot: 29s652ms | Loss: 0.023 | Acc: 99.408% (7889/7936)              
 [=====================>...........................................] 32/94   Step: 949ms | Tot: 30s601ms | Loss: 0.022 | Acc: 99.426% (8145/8192)              
