cifar10 loaded
There are 40000 training samples and 10000 validation samples
There are 10000 test samples.
This is records for stage 3
Train with the cl selected dataset.
------------------ Start to select subsets ------------------
Select 7 percent samples
Select 28000 samples
Selected 28000 samples.
Use multiple GPU to train the network.
load parameters
Use 100 epochs

Epoch: 0
 [>................................................................] 1/110   Step: 40s926ms | Tot: 0ms | Loss: 0.004 | Acc: 100.000% (256/256)              
 [>................................................................] 2/110   Step: 1s965ms | Tot: 1s966ms | Loss: 0.005 | Acc: 100.000% (512/512)              
 [=>...............................................................] 3/110   Step: 965ms | Tot: 2s932ms | Loss: 0.006 | Acc: 100.000% (768/768)              
 [=>...............................................................] 4/110   Step: 1s149ms | Tot: 4s81ms | Loss: 0.005 | Acc: 100.000% (1024/1024)              
 [==>..............................................................] 5/110   Step: 1s8ms | Tot: 5s90ms | Loss: 0.005 | Acc: 100.000% (1280/1280)              
 [==>..............................................................] 6/110   Step: 956ms | Tot: 6s47ms | Loss: 0.007 | Acc: 99.870% (1534/1536)              
 [===>.............................................................] 7/110   Step: 959ms | Tot: 7s6ms | Loss: 0.009 | Acc: 99.833% (1789/1792)              
 [====>............................................................] 8/110   Step: 947ms | Tot: 7s954ms | Loss: 0.012 | Acc: 99.805% (2044/2048)              
 [====>............................................................] 9/110   Step: 1s58ms | Tot: 9s12ms | Loss: 0.011 | Acc: 99.826% (2300/2304)              
 [=====>...........................................................] 10/110   Step: 950ms | Tot: 9s963ms | Loss: 0.010 | Acc: 99.844% (2556/2560)              
 [=====>...........................................................] 11/110   Step: 948ms | Tot: 10s911ms | Loss: 0.010 | Acc: 99.858% (2812/2816)              
 [======>..........................................................] 12/110   Step: 951ms | Tot: 11s862ms | Loss: 0.012 | Acc: 99.772% (3065/3072)              
 [=======>.........................................................] 13/110   Step: 1s59ms | Tot: 12s921ms | Loss: 0.013 | Acc: 99.760% (3320/3328)              
 [=======>.........................................................] 14/110   Step: 949ms | Tot: 13s871ms | Loss: 0.013 | Acc: 99.721% (3574/3584)              
 [========>........................................................] 15/110   Step: 1s12ms | Tot: 14s883ms | Loss: 0.015 | Acc: 99.688% (3828/3840)              
 [========>........................................................] 16/110   Step: 969ms | Tot: 15s853ms | Loss: 0.016 | Acc: 99.683% (4083/4096)              
 [=========>.......................................................] 17/110   Step: 955ms | Tot: 16s808ms | Loss: 0.018 | Acc: 99.655% (4337/4352)              
 [==========>......................................................] 18/110   Step: 1s89ms | Tot: 17s897ms | Loss: 0.017 | Acc: 99.674% (4593/4608)              
 [==========>......................................................] 19/110   Step: 958ms | Tot: 18s856ms | Loss: 0.018 | Acc: 99.650% (4847/4864)              
 [===========>.....................................................] 20/110   Step: 951ms | Tot: 19s807ms | Loss: 0.019 | Acc: 99.648% (5102/5120)              
 [===========>.....................................................] 21/110   Step: 947ms | Tot: 20s755ms | Loss: 0.018 | Acc: 99.647% (5357/5376)              
 [============>....................................................] 22/110   Step: 1s73ms | Tot: 21s829ms | Loss: 0.018 | Acc: 99.645% (5612/5632)              
 [=============>...................................................] 23/110   Step: 948ms | Tot: 22s778ms | Loss: 0.017 | Acc: 99.660% (5868/5888)              
 [=============>...................................................] 24/110   Step: 948ms | Tot: 23s726ms | Loss: 0.018 | Acc: 99.642% (6122/6144)              
 [==============>..................................................] 25/110   Step: 994ms | Tot: 24s720ms | Loss: 0.018 | Acc: 99.625% (6376/6400)              
 [==============>..................................................] 26/110   Step: 969ms | Tot: 25s689ms | Loss: 0.018 | Acc: 99.624% (6631/6656)              
 [===============>.................................................] 27/110   Step: 1s60ms | Tot: 26s750ms | Loss: 0.019 | Acc: 99.609% (6885/6912)              
 [===============>.................................................] 28/110   Step: 955ms | Tot: 27s705ms | Loss: 0.019 | Acc: 99.609% (7140/7168)              
 [================>................................................] 29/110   Step: 952ms | Tot: 28s658ms | Loss: 0.018 | Acc: 99.623% (7396/7424)              
 [=================>...............................................] 30/110   Step: 949ms | Tot: 29s607ms | Loss: 0.018 | Acc: 99.622% (7651/7680)              
 [=================>...............................................] 31/110   Step: 952ms | Tot: 30s560ms | Loss: 0.018 | Acc: 99.622% (7906/7936)              
 [==================>..............................................] 32/110   Step: 1s58ms | Tot: 31s618ms | Loss: 0.018 | Acc: 99.634% (8162/8192)              
 [==================>..............................................] 33/110   Step: 945ms | Tot: 32s564ms | Loss: 0.017 | Acc: 99.645% (8418/8448)              
 [===================>.............................................] 34/110   Step: 955ms | Tot: 33s519ms | Loss: 0.017 | Acc: 99.655% (8674/8704)              
 [====================>............................................] 35/110   Step: 993ms | Tot: 34s513ms | Loss: 0.017 | Acc: 99.654% (8929/8960)              
 [====================>............................................] 36/110   Step: 1s81ms | Tot: 35s594ms | Loss: 0.017 | Acc: 99.664% (9185/9216)              
 [=====================>...........................................] 37/110   Step: 954ms | Tot: 36s549ms | Loss: 0.017 | Acc: 99.662% (9440/9472)              
 [=====================>...........................................] 38/110   Step: 956ms | Tot: 37s505ms | Loss: 0.017 | Acc: 99.661% (9695/9728)              
 [======================>..........................................] 39/110   Step: 947ms | Tot: 38s453ms | Loss: 0.016 | Acc: 99.669% (9951/9984)              
 [=======================>.........................................] 40/110   Step: 950ms | Tot: 39s404ms | Loss: 0.016 | Acc: 99.668% (10206/10240)              
 [=======================>.........................................] 41/110   Step: 1s102ms | Tot: 40s506ms | Loss: 0.016 | Acc: 99.676% (10462/10496)              
 [========================>........................................] 42/110   Step: 953ms | Tot: 41s460ms | Loss: 0.016 | Acc: 99.674% (10717/10752)              
 [========================>........................................] 43/110   Step: 949ms | Tot: 42s409ms | Loss: 0.016 | Acc: 99.682% (10973/11008)              
 [=========================>.......................................] 44/110   Step: 950ms | Tot: 43s359ms | Loss: 0.015 | Acc: 99.689% (11229/11264)              
 [==========================>......................................] 45/110   Step: 963ms | Tot: 44s323ms | Loss: 0.015 | Acc: 99.696% (11485/11520)              
 [==========================>......................................] 46/110   Step: 1s106ms | Tot: 45s430ms | Loss: 0.015 | Acc: 99.694% (11740/11776)              
 [===========================>.....................................] 47/110   Step: 955ms | Tot: 46s385ms | Loss: 0.015 | Acc: 99.692% (11995/12032)              
 [===========================>.....................................] 48/110   Step: 948ms | Tot: 47s334ms | Loss: 0.015 | Acc: 99.699% (12251/12288)              
 [============================>....................................] 49/110   Step: 949ms | Tot: 48s284ms | Loss: 0.014 | Acc: 99.705% (12507/12544)              
